Date/Time,Environmental Audio Exposure (dBASPL),Source
2022-08-03 15:38:28,64.14,Mithat Can’s Apple Watch
2022-08-03 16:08:23,74.95,Mithat Can’s Apple Watch
2022-08-03 16:38:23,75.33,Mithat Can’s Apple Watch
2022-08-03 17:08:23,74.72,Mithat Can’s Apple Watch
2022-08-03 17:38:18,75.01,Mithat Can’s Apple Watch
2022-08-03 18:08:13,64.59,Mithat Can’s Apple Watch
2022-08-03 18:38:13,62.88,Mithat Can’s Apple Watch
2022-08-03 19:08:13,62.79,Mithat Can’s Apple Watch
2022-08-03 19:38:08,67.93,Mithat Can’s Apple Watch
2022-08-03 20:08:03,65.81,Mithat Can’s Apple Watch
2022-08-03 20:38:03,71.95,Mithat Can’s Apple Watch
2022-08-03 21:07:58,72.14,Mithat Can’s Apple Watch
2022-08-03 21:41:04,73.24,Mithat Can’s Apple Watch
2022-08-03 22:10:59,75.02,Mithat Can’s Apple Watch
2022-08-03 22:40:54,73.55,Mithat Can’s Apple Watch
2022-08-03 23:10:49,74.97,Mithat Can’s Apple Watch
2022-08-03 23:40:44,75.03,Mithat Can’s Apple Watch
2022-08-04 00:10:44,73.94,Mithat Can’s Apple Watch
2022-08-04 00:40:44,70.59,Mithat Can’s Apple Watch
2022-08-04 01:10:39,75.26,Mithat Can’s Apple Watch
2022-08-04 17:35:51,67.31,Mithat Can’s Apple Watch
2022-08-04 18:05:46,69.35,Mithat Can’s Apple Watch
2022-08-04 18:35:41,69.63,Mithat Can’s Apple Watch
2022-08-04 19:05:36,69.27,Mithat Can’s Apple Watch
2022-08-04 19:35:31,68.24,Mithat Can’s Apple Watch
2022-08-04 20:05:31,67.5,Mithat Can’s Apple Watch
2022-08-04 20:35:26,65.31,Mithat Can’s Apple Watch
2022-08-04 21:05:26,74.27,Mithat Can’s Apple Watch
2022-08-04 21:35:21,68.78,Mithat Can’s Apple Watch
2022-08-04 22:05:16,66.61,Mithat Can’s Apple Watch
2022-08-05 11:00:32,67,Mithat Can’s Apple Watch
2022-08-05 11:30:27,66.34,Mithat Can’s Apple Watch
2022-08-05 12:00:22,70.22,Mithat Can’s Apple Watch
2022-08-05 12:30:17,69.01,Mithat Can’s Apple Watch
2022-08-05 13:00:12,68.06,Mithat Can’s Apple Watch
2022-08-05 13:30:12,69.09,Mithat Can’s Apple Watch
2022-08-05 14:00:07,69.71,Mithat Can’s Apple Watch
2022-08-05 14:30:07,70.57,Mithat Can’s Apple Watch
2022-08-05 15:00:02,71.87,Mithat Can’s Apple Watch
2022-08-05 15:29:57,65.35,Mithat Can’s Apple Watch
2022-08-05 15:59:57,66.69,Mithat Can’s Apple Watch
2022-08-05 16:29:57,70,Mithat Can’s Apple Watch
2022-08-05 16:59:57,70.21,Mithat Can’s Apple Watch
2022-08-05 17:29:52,67,Mithat Can’s Apple Watch
2022-08-05 17:59:47,68.65,Mithat Can’s Apple Watch
2022-08-05 18:29:42,67.91,Mithat Can’s Apple Watch
2022-08-05 18:59:37,65.71,Mithat Can’s Apple Watch
2022-08-05 19:29:37,64.21,Mithat Can’s Apple Watch
2022-08-05 19:59:32,76.23,Mithat Can’s Apple Watch
2022-08-05 20:29:32,76.98,Mithat Can’s Apple Watch
2022-08-05 20:59:27,77.2,Mithat Can’s Apple Watch
2022-08-05 21:29:22,80.09,Mithat Can’s Apple Watch
2022-08-05 21:59:17,81.45,Mithat Can’s Apple Watch
2022-08-05 22:29:12,80.85,Mithat Can’s Apple Watch
2022-08-05 22:59:07,82.1,Mithat Can’s Apple Watch
2022-08-05 23:29:07,72.75,Mithat Can’s Apple Watch
2022-08-05 23:59:02,70.18,Mithat Can’s Apple Watch
2022-08-06 00:29:02,75.32,Mithat Can’s Apple Watch
2022-08-06 00:59:02,57.98,Mithat Can’s Apple Watch
2022-08-06 01:28:57,58.67,Mithat Can’s Apple Watch
2022-08-06 01:58:52,45.75,Mithat Can’s Apple Watch
2022-08-06 15:51:23,68.25,Mithat Can’s Apple Watch
2022-08-06 16:21:23,64.12,Mithat Can’s Apple Watch
2022-08-06 16:51:18,69.11,Mithat Can’s Apple Watch
2022-08-06 17:21:13,70.17,Mithat Can’s Apple Watch
2022-08-06 17:51:08,75.79,Mithat Can’s Apple Watch
2022-08-06 18:21:03,68.37,Mithat Can’s Apple Watch
2022-08-06 18:50:58,72.05,Mithat Can’s Apple Watch
2022-08-06 19:20:58,73.64,Mithat Can’s Apple Watch
2022-08-06 19:50:58,67.55,Mithat Can’s Apple Watch
2022-08-06 20:20:53,70.47,Mithat Can’s Apple Watch
2022-08-06 20:50:48,69.6,Mithat Can’s Apple Watch
2022-08-06 21:20:48,77.18,Mithat Can’s Apple Watch
2022-08-06 21:50:48,76.53,Mithat Can’s Apple Watch
2022-08-06 22:20:43,67.7,Mithat Can’s Apple Watch
2022-08-06 22:50:43,70.43,Mithat Can’s Apple Watch
2022-08-06 23:20:38,68.68,Mithat Can’s Apple Watch
2022-08-06 23:50:33,70.4,Mithat Can’s Apple Watch
2022-08-07 00:20:33,71.01,Mithat Can’s Apple Watch
2022-08-07 00:50:33,60.33,Mithat Can’s Apple Watch
2022-08-07 11:11:00,75.24,Mithat Can’s Apple Watch
2022-08-07 11:41:00,80.95,Mithat Can’s Apple Watch
2022-08-07 12:11:00,70.65,Mithat Can’s Apple Watch
2022-08-07 12:40:55,67.55,Mithat Can’s Apple Watch
2022-08-07 13:10:55,67.2,Mithat Can’s Apple Watch
2022-08-07 13:40:50,65.6,Mithat Can’s Apple Watch
2022-08-07 14:10:45,68.79,Mithat Can’s Apple Watch
2022-08-07 14:40:50,68.09,Mithat Can’s Apple Watch
2022-08-07 15:10:50,65.4,Mithat Can’s Apple Watch
2022-08-07 15:40:45,62.92,Mithat Can’s Apple Watch
2022-08-07 16:10:45,62,Mithat Can’s Apple Watch
2022-08-07 16:40:45,60.63,Mithat Can’s Apple Watch
2022-08-07 17:10:45,54.47,Mithat Can’s Apple Watch
2022-08-07 17:40:40,61.19,Mithat Can’s Apple Watch
2022-08-07 18:10:35,51.9,Mithat Can’s Apple Watch
2022-08-07 18:40:30,50.44,Mithat Can’s Apple Watch
2022-08-07 19:10:30,49.92,Mithat Can’s Apple Watch
2022-08-07 19:40:30,79.5,Mithat Can’s Apple Watch
2022-08-07 20:10:30,66.99,Mithat Can’s Apple Watch
2022-08-07 20:40:30,61.68,Mithat Can’s Apple Watch
2022-08-07 21:10:25,64.54,Mithat Can’s Apple Watch
2022-08-07 21:40:25,53.78,Mithat Can’s Apple Watch
2022-08-07 22:10:20,51.93,Mithat Can’s Apple Watch
2022-08-08 19:36:42,69.29,Mithat Can’s Apple Watch
2022-08-08 20:06:37,66.36,Mithat Can’s Apple Watch
2022-08-08 20:36:37,67.38,Mithat Can’s Apple Watch
2022-08-08 21:06:32,67.96,Mithat Can’s Apple Watch
2022-08-08 21:36:27,67.58,Mithat Can’s Apple Watch
2022-08-08 22:06:27,65.96,Mithat Can’s Apple Watch
2022-08-08 22:36:27,65.05,Mithat Can’s Apple Watch
2022-08-08 23:06:22,65.41,Mithat Can’s Apple Watch
2022-08-09 17:04:54,67.77,Mithat Can’s Apple Watch
2022-08-09 17:34:49,72.88,Mithat Can’s Apple Watch
2022-08-09 18:04:49,56.02,Mithat Can’s Apple Watch
2022-08-09 18:34:44,60.7,Mithat Can’s Apple Watch
2022-08-09 19:04:44,62.17,Mithat Can’s Apple Watch
2022-08-09 19:34:44,67.79,Mithat Can’s Apple Watch
2022-08-09 20:04:39,67.08,Mithat Can’s Apple Watch
2022-08-09 20:34:39,64.74,Mithat Can’s Apple Watch
2022-08-09 21:04:39,64.43,Mithat Can’s Apple Watch
2022-08-09 21:34:39,64.61,Mithat Can’s Apple Watch
2022-08-09 22:04:34,70.48,Mithat Can’s Apple Watch
2022-08-09 22:34:34,67.98,Mithat Can’s Apple Watch
2022-08-09 23:04:29,70.4,Mithat Can’s Apple Watch
2022-08-09 23:34:24,73.24,Mithat Can’s Apple Watch
2022-08-10 00:04:19,69.92,Mithat Can’s Apple Watch
2022-08-10 00:34:19,67.16,Mithat Can’s Apple Watch
2022-08-10 01:04:19,65.2,Mithat Can’s Apple Watch
2022-08-10 01:34:19,58.59,Mithat Can’s Apple Watch
2022-08-10 08:12:40,64.69,Mithat Can’s Apple Watch
2022-08-10 08:42:35,65.59,Mithat Can’s Apple Watch
2022-08-10 09:12:30,68.33,Mithat Can’s Apple Watch
2022-08-10 09:42:30,64.64,Mithat Can’s Apple Watch
2022-08-10 10:12:25,64.79,Mithat Can’s Apple Watch
2022-08-10 10:42:25,66.74,Mithat Can’s Apple Watch
2022-08-10 11:12:25,66.11,Mithat Can’s Apple Watch
2022-08-10 18:26:47,78.87,Mithat Can’s Apple Watch
2022-08-10 18:56:42,76.25,Mithat Can’s Apple Watch
2022-08-10 19:26:37,76.95,Mithat Can’s Apple Watch
2022-08-10 19:56:37,75.56,Mithat Can’s Apple Watch
2022-08-10 20:26:32,76.79,Mithat Can’s Apple Watch
2022-08-10 20:56:32,80.19,Mithat Can’s Apple Watch
2022-08-10 21:26:27,76.66,Mithat Can’s Apple Watch
2022-08-10 21:56:22,66.5,Mithat Can’s Apple Watch
2022-08-10 22:26:17,66.12,Mithat Can’s Apple Watch
2022-08-10 22:56:17,62.77,Mithat Can’s Apple Watch
2022-08-10 23:26:17,60.75,Mithat Can’s Apple Watch
2022-08-11 17:49:03,78.03,Mithat Can’s Apple Watch
2022-08-11 18:18:58,72.64,Mithat Can’s Apple Watch
2022-08-11 18:48:53,66.34,Mithat Can’s Apple Watch
2022-08-11 19:18:48,62.74,Mithat Can’s Apple Watch
2022-08-11 19:48:43,77.13,Mithat Can’s Apple Watch
2022-08-11 20:18:38,72.92,Mithat Can’s Apple Watch
2022-08-11 20:48:38,72.82,Mithat Can’s Apple Watch
2022-08-11 21:18:38,71.36,Mithat Can’s Apple Watch
2022-08-11 21:48:33,70.97,Mithat Can’s Apple Watch
2022-08-11 22:18:28,68.82,Mithat Can’s Apple Watch
2022-08-11 22:48:23,68.68,Mithat Can’s Apple Watch
2022-08-11 23:18:18,66.5,Mithat Can’s Apple Watch
2022-08-11 23:48:18,65.04,Mithat Can’s Apple Watch
2022-08-12 00:18:18,70.83,Mithat Can’s Apple Watch
2022-08-12 00:48:18,50.98,Mithat Can’s Apple Watch
2022-08-12 13:10:48,67.71,Mithat Can’s Apple Watch
2022-08-12 13:40:48,57.9,Mithat Can’s Apple Watch
2022-08-12 14:10:43,56.67,Mithat Can’s Apple Watch
2022-08-12 14:40:38,67.25,Mithat Can’s Apple Watch
2022-08-12 15:10:36,65.43,Mithat Can’s Apple Watch
2022-08-12 15:40:31,61.63,Mithat Can’s Apple Watch
2022-08-12 16:10:31,56.07,Mithat Can’s Apple Watch
2022-08-12 16:40:31,56.08,Mithat Can’s Apple Watch
2022-08-12 17:10:26,59.49,Mithat Can’s Apple Watch
2022-08-12 17:40:21,51.49,Mithat Can’s Apple Watch
2022-08-12 18:10:21,53.78,Mithat Can’s Apple Watch
2022-08-12 18:40:21,52.58,Mithat Can’s Apple Watch
2022-08-12 19:10:21,66.01,Mithat Can’s Apple Watch
2022-08-12 19:40:21,65.02,Mithat Can’s Apple Watch
2022-08-12 20:10:16,69.53,Mithat Can’s Apple Watch
2022-08-12 20:40:11,63.88,Mithat Can’s Apple Watch
2022-08-12 21:10:06,64.8,Mithat Can’s Apple Watch
2022-08-12 21:40:06,68.66,Mithat Can’s Apple Watch
2022-08-12 22:10:01,70.11,Mithat Can’s Apple Watch
2022-08-12 22:39:56,67.03,Mithat Can’s Apple Watch
2022-08-12 23:09:51,69.95,Mithat Can’s Apple Watch
2022-08-12 23:39:46,59.51,Mithat Can’s Apple Watch
2022-08-13 00:09:46,58.82,Mithat Can’s Apple Watch
2022-08-13 00:39:46,48.46,Mithat Can’s Apple Watch
2022-08-13 01:09:41,54.48,Mithat Can’s Apple Watch
2022-08-13 08:05:11,62.45,Mithat Can’s Apple Watch
2022-08-13 08:35:06,62.39,Mithat Can’s Apple Watch
2022-08-13 09:05:01,61.64,Mithat Can’s Apple Watch
2022-08-13 09:35:01,62.99,Mithat Can’s Apple Watch
2022-08-13 10:04:56,64.85,Mithat Can’s Apple Watch
2022-08-13 10:34:51,66.94,Mithat Can’s Apple Watch
2022-08-13 11:04:51,74.79,Mithat Can’s Apple Watch
2022-08-13 11:34:46,68.74,Mithat Can’s Apple Watch
2022-08-13 12:04:46,65.47,Mithat Can’s Apple Watch
2022-08-13 12:34:41,70.11,Mithat Can’s Apple Watch
2022-08-13 13:04:36,74.22,Mithat Can’s Apple Watch
2022-08-13 13:34:31,69.84,Mithat Can’s Apple Watch
2022-08-13 14:04:26,66.94,Mithat Can’s Apple Watch
2022-08-13 14:34:21,67.79,Mithat Can’s Apple Watch
2022-08-13 15:04:21,64.24,Mithat Can’s Apple Watch
2022-08-13 15:34:16,64.3,Mithat Can’s Apple Watch
2022-08-13 16:04:11,65.57,Mithat Can’s Apple Watch
2022-08-13 16:34:11,69.28,Mithat Can’s Apple Watch
2022-08-13 17:04:06,65.77,Mithat Can’s Apple Watch
2022-08-13 17:34:01,67.14,Mithat Can’s Apple Watch
2022-08-13 18:03:56,63.64,Mithat Can’s Apple Watch
2022-08-13 18:33:56,61.25,Mithat Can’s Apple Watch
2022-08-13 19:42:06,70.69,Mithat Can’s Apple Watch
2022-08-13 20:12:06,71.18,Mithat Can’s Apple Watch
2022-08-13 20:42:01,70.16,Mithat Can’s Apple Watch
2022-08-13 21:11:56,71.84,Mithat Can’s Apple Watch
2022-08-13 21:41:56,65.93,Mithat Can’s Apple Watch
2022-08-15 08:58:27,66.59,Mithat Can’s Apple Watch
2022-08-15 09:28:22,69.83,Mithat Can’s Apple Watch
2022-08-15 09:58:22,66.03,Mithat Can’s Apple Watch
2022-08-15 10:28:22,66.75,Mithat Can’s Apple Watch
2022-08-15 10:58:22,66.29,Mithat Can’s Apple Watch
2022-08-15 11:28:22,66.12,Mithat Can’s Apple Watch
2022-08-15 11:58:17,65.33,Mithat Can’s Apple Watch
2022-08-15 12:28:17,64.9,Mithat Can’s Apple Watch
2022-08-15 12:58:12,64.17,Mithat Can’s Apple Watch
2022-08-15 13:28:12,61.57,Mithat Can’s Apple Watch
2022-08-15 13:58:12,65.55,Mithat Can’s Apple Watch
2022-08-15 14:28:12,69.52,Mithat Can’s Apple Watch
2022-08-15 14:58:07,66.99,Mithat Can’s Apple Watch
2022-08-15 15:28:02,65.18,Mithat Can’s Apple Watch
2022-08-15 17:50:27,60.09,Mithat Can’s Apple Watch
2022-08-15 18:20:22,62.85,Mithat Can’s Apple Watch
2022-08-15 18:50:17,67.24,Mithat Can’s Apple Watch
2022-08-15 19:20:17,66.35,Mithat Can’s Apple Watch
2022-08-15 19:50:12,66.29,Mithat Can’s Apple Watch
2022-08-15 20:20:07,65.65,Mithat Can’s Apple Watch
2022-08-15 20:50:07,70.23,Mithat Can’s Apple Watch
2022-08-15 21:20:07,68.04,Mithat Can’s Apple Watch
2022-08-15 21:50:07,69.76,Mithat Can’s Apple Watch
2022-08-15 22:20:07,76.35,Mithat Can’s Apple Watch
2022-08-15 22:50:02,78.97,Mithat Can’s Apple Watch
2022-08-15 23:19:57,73.07,Mithat Can’s Apple Watch
2022-08-15 23:49:57,63.88,Mithat Can’s Apple Watch
2022-08-16 00:19:52,57.68,Mithat Can’s Apple Watch
2022-08-16 11:28:40,62.03,Mithat Can’s Apple Watch
2022-08-16 11:58:40,72.02,Mithat Can’s Apple Watch
2022-08-16 12:28:40,67.16,Mithat Can’s Apple Watch
2022-08-16 12:58:40,71.35,Mithat Can’s Apple Watch
2022-08-16 13:28:35,69.26,Mithat Can’s Apple Watch
2022-08-16 17:14:09,64.02,Mithat Can’s Apple Watch
2022-08-16 17:44:04,65.35,Mithat Can’s Apple Watch
2022-08-16 18:13:59,69.74,Mithat Can’s Apple Watch
2022-08-16 18:43:59,73.31,Mithat Can’s Apple Watch
2022-08-16 19:13:54,75.21,Mithat Can’s Apple Watch
2022-08-16 19:43:49,74.38,Mithat Can’s Apple Watch
2022-08-16 20:13:49,71.68,Mithat Can’s Apple Watch
2022-08-16 20:43:49,72.89,Mithat Can’s Apple Watch
2022-08-16 21:13:44,75.02,Mithat Can’s Apple Watch
2022-08-16 21:43:39,73.46,Mithat Can’s Apple Watch
2022-08-16 22:13:34,75.2,Mithat Can’s Apple Watch
2022-08-16 22:43:29,74.76,Mithat Can’s Apple Watch
2022-08-16 23:13:24,71.45,Mithat Can’s Apple Watch
2022-08-16 23:43:24,66.56,Mithat Can’s Apple Watch
2022-08-17 09:26:06,63.35,Mithat Can’s Apple Watch
2022-08-17 09:56:01,72.17,Mithat Can’s Apple Watch
2022-08-17 10:25:56,69.33,Mithat Can’s Apple Watch
2022-08-17 10:55:51,61.93,Mithat Can’s Apple Watch
2022-08-17 11:25:46,64.68,Mithat Can’s Apple Watch
2022-08-17 11:55:46,64.72,Mithat Can’s Apple Watch
2022-08-17 12:25:46,61.22,Mithat Can’s Apple Watch
2022-08-17 12:55:46,61.09,Mithat Can’s Apple Watch
2022-08-17 13:25:46,65.53,Mithat Can’s Apple Watch
2022-08-17 13:55:41,64.21,Mithat Can’s Apple Watch
2022-08-17 14:25:41,65.54,Mithat Can’s Apple Watch
2022-08-17 14:55:36,67.88,Mithat Can’s Apple Watch
2022-08-17 15:25:36,64.26,Mithat Can’s Apple Watch
2022-08-17 15:55:36,68.99,Mithat Can’s Apple Watch
2022-08-17 16:25:31,69.98,Mithat Can’s Apple Watch
2022-08-17 16:55:26,71.06,Mithat Can’s Apple Watch
2022-08-17 17:25:21,68.61,Mithat Can’s Apple Watch
2022-08-17 17:55:16,71.99,Mithat Can’s Apple Watch
2022-08-17 18:25:11,70.98,Mithat Can’s Apple Watch
2022-08-17 18:55:11,68.61,Mithat Can’s Apple Watch
2022-08-17 19:25:11,70.78,Mithat Can’s Apple Watch
2022-08-17 19:55:06,67.33,Mithat Can’s Apple Watch
2022-08-17 20:25:01,69.26,Mithat Can’s Apple Watch
2022-08-17 20:54:56,71.58,Mithat Can’s Apple Watch
2022-08-17 21:24:56,70.9,Mithat Can’s Apple Watch
2022-08-17 21:54:51,67.77,Mithat Can’s Apple Watch
2022-08-17 22:24:51,67.86,Mithat Can’s Apple Watch
2022-08-18 15:03:01,71.55,Mithat Can’s Apple Watch
2022-08-18 15:32:56,65.91,Mithat Can’s Apple Watch
2022-08-18 16:02:56,67.89,Mithat Can’s Apple Watch
2022-08-18 16:32:51,70.95,Mithat Can’s Apple Watch
2022-08-18 17:02:51,76.5,Mithat Can’s Apple Watch
2022-08-18 17:32:51,70.32,Mithat Can’s Apple Watch
2022-08-18 18:02:46,73,Mithat Can’s Apple Watch
2022-08-18 18:32:46,77.02,Mithat Can’s Apple Watch
2022-08-18 19:02:41,77.39,Mithat Can’s Apple Watch
2022-08-18 19:32:36,75,Mithat Can’s Apple Watch
2022-08-18 20:02:36,73.64,Mithat Can’s Apple Watch
2022-08-18 20:32:36,70.3,Mithat Can’s Apple Watch
2022-08-18 21:02:31,76.96,Mithat Can’s Apple Watch
2022-08-18 21:32:26,67.97,Mithat Can’s Apple Watch
2022-08-18 22:02:21,63.36,Mithat Can’s Apple Watch
2022-08-18 22:32:21,66.22,Mithat Can’s Apple Watch
2022-08-18 23:02:16,60.04,Mithat Can’s Apple Watch
2022-08-19 10:46:50,64.44,Mithat Can’s Apple Watch
2022-08-19 11:16:45,69.6,Mithat Can’s Apple Watch
2022-08-19 11:46:40,66.79,Mithat Can’s Apple Watch
2022-08-19 12:16:35,66.31,Mithat Can’s Apple Watch
2022-08-19 12:46:35,67,Mithat Can’s Apple Watch
2022-08-19 13:16:35,67.8,Mithat Can’s Apple Watch
2022-08-19 13:46:35,74.1,Mithat Can’s Apple Watch
2022-08-19 14:16:35,67.72,Mithat Can’s Apple Watch
2022-08-19 14:46:30,74.14,Mithat Can’s Apple Watch
2022-08-19 15:16:30,77.29,Mithat Can’s Apple Watch
2022-08-19 15:46:30,70.3,Mithat Can’s Apple Watch
2022-08-19 16:16:25,71.18,Mithat Can’s Apple Watch
2022-08-19 16:46:20,72.31,Mithat Can’s Apple Watch
2022-08-19 17:16:20,64.76,Mithat Can’s Apple Watch
2022-08-19 17:46:15,68.8,Mithat Can’s Apple Watch
2022-08-19 18:16:10,75.42,Mithat Can’s Apple Watch
2022-08-19 18:46:05,77.77,Mithat Can’s Apple Watch
2022-08-19 19:16:05,78.15,Mithat Can’s Apple Watch
2022-08-19 19:46:00,81.36,Mithat Can’s Apple Watch
2022-08-19 20:16:00,78.96,Mithat Can’s Apple Watch
2022-08-19 20:45:55,79.59,Mithat Can’s Apple Watch
2022-08-19 21:15:50,77.37,Mithat Can’s Apple Watch
2022-08-19 21:45:45,74.15,Mithat Can’s Apple Watch
2022-08-19 22:15:40,74.24,Mithat Can’s Apple Watch
2022-08-19 22:45:35,74.09,Mithat Can’s Apple Watch
2022-08-19 23:15:35,55.42,Mithat Can’s Apple Watch
2022-08-19 23:45:30,68.9,Mithat Can’s Apple Watch
2022-08-20 11:54:13,65.81,Mithat Can’s Apple Watch
2022-08-20 12:24:08,70.03,Mithat Can’s Apple Watch
2022-08-20 12:54:03,69.78,Mithat Can’s Apple Watch
2022-08-20 13:23:58,67.83,Mithat Can’s Apple Watch
2022-08-20 13:53:53,71.26,Mithat Can’s Apple Watch
2022-08-20 14:23:53,70.16,Mithat Can’s Apple Watch
2022-08-20 14:53:53,68.93,Mithat Can’s Apple Watch
2022-08-20 15:23:53,70.39,Mithat Can’s Apple Watch
2022-08-20 15:53:48,73.43,Mithat Can’s Apple Watch
2022-08-20 16:23:43,74.29,Mithat Can’s Apple Watch
2022-08-20 16:53:38,72.25,Mithat Can’s Apple Watch
2022-08-20 17:23:38,66.79,Mithat Can’s Apple Watch
2022-08-20 17:53:33,70.73,Mithat Can’s Apple Watch
2022-08-20 18:23:33,73.39,Mithat Can’s Apple Watch
2022-08-20 18:53:28,75.82,Mithat Can’s Apple Watch
2022-08-20 19:23:28,73.25,Mithat Can’s Apple Watch
2022-08-20 19:53:28,75.03,Mithat Can’s Apple Watch
2022-08-20 20:23:28,73.13,Mithat Can’s Apple Watch
2022-08-20 20:53:28,73.18,Mithat Can’s Apple Watch
2022-08-20 21:23:28,72.79,Mithat Can’s Apple Watch
2022-08-20 21:53:23,75.32,Mithat Can’s Apple Watch
2022-08-20 22:23:18,62.93,Mithat Can’s Apple Watch
2022-08-21 09:29:23,71.91,Mithat Can’s Apple Watch
2022-08-21 09:59:18,72.71,Mithat Can’s Apple Watch
2022-08-21 10:29:13,71.93,Mithat Can’s Apple Watch
2022-08-21 10:59:08,73.56,Mithat Can’s Apple Watch
2022-08-21 11:29:08,68.08,Mithat Can’s Apple Watch
2022-08-21 11:59:08,70.51,Mithat Can’s Apple Watch
2022-08-21 12:29:08,70.98,Mithat Can’s Apple Watch
2022-08-21 12:59:03,72.12,Mithat Can’s Apple Watch
2022-08-21 13:28:58,73.9,Mithat Can’s Apple Watch
2022-08-21 13:58:58,71.17,Mithat Can’s Apple Watch
2022-08-21 14:28:58,71.73,Mithat Can’s Apple Watch
2022-08-21 14:58:53,66.49,Mithat Can’s Apple Watch
2022-08-21 15:28:48,63.27,Mithat Can’s Apple Watch
2022-08-21 15:58:43,61.17,Mithat Can’s Apple Watch
2022-08-21 16:28:38,83.81,Mithat Can’s Apple Watch
2022-08-21 16:58:33,69.13,Mithat Can’s Apple Watch
2022-08-21 17:28:28,67.91,Mithat Can’s Apple Watch
2022-08-21 17:58:28,67.54,Mithat Can’s Apple Watch
2022-08-21 18:28:28,72.9,Mithat Can’s Apple Watch
2022-08-21 18:58:28,77.96,Mithat Can’s Apple Watch
2022-08-21 19:28:23,76.68,Mithat Can’s Apple Watch
2022-08-21 19:58:23,76.57,Mithat Can’s Apple Watch
2022-08-21 20:28:23,76.57,Mithat Can’s Apple Watch
2022-08-21 20:58:23,69.84,Mithat Can’s Apple Watch
2022-08-21 21:28:18,71.27,Mithat Can’s Apple Watch
2022-08-21 21:58:18,69.08,Mithat Can’s Apple Watch
2022-08-22 09:43:08,70.39,Mithat Can’s Apple Watch
2022-08-22 10:13:08,67.94,Mithat Can’s Apple Watch
2022-08-22 10:43:08,71.44,Mithat Can’s Apple Watch
2022-08-22 11:13:03,63.64,Mithat Can’s Apple Watch
2022-08-22 11:50:15,65.14,Mithat Can’s Apple Watch
2022-08-22 12:20:10,65.77,Mithat Can’s Apple Watch
2022-08-22 12:50:10,66.44,Mithat Can’s Apple Watch
2022-08-22 13:20:05,64.91,Mithat Can’s Apple Watch
2022-08-22 13:50:05,68.09,Mithat Can’s Apple Watch
2022-08-22 14:20:00,63.9,Mithat Can’s Apple Watch
2022-08-22 14:50:00,73.97,Mithat Can’s Apple Watch
2022-08-22 15:19:55,74.99,Mithat Can’s Apple Watch
2022-08-22 15:49:50,65.91,Mithat Can’s Apple Watch
2022-08-22 16:19:50,66.09,Mithat Can’s Apple Watch
2022-08-22 16:49:45,67.72,Mithat Can’s Apple Watch
2022-08-22 17:19:45,65.06,Mithat Can’s Apple Watch
2022-08-22 17:49:45,62.47,Mithat Can’s Apple Watch
2022-08-22 18:19:40,64.06,Mithat Can’s Apple Watch
2022-08-22 18:49:35,62.48,Mithat Can’s Apple Watch
2022-08-22 19:19:30,70.28,Mithat Can’s Apple Watch
2022-08-22 19:49:25,70.31,Mithat Can’s Apple Watch
2022-08-22 20:19:25,74.47,Mithat Can’s Apple Watch
2022-08-22 20:49:25,70.14,Mithat Can’s Apple Watch
2022-08-22 21:19:25,58.56,Mithat Can’s Apple Watch
2022-08-23 10:46:29,70.4,Mithat Can’s Apple Watch
2022-08-23 11:16:24,67.87,Mithat Can’s Apple Watch
2022-08-23 11:46:19,64.27,Mithat Can’s Apple Watch
2022-08-23 12:16:19,66.22,Mithat Can’s Apple Watch
2022-08-23 12:46:14,68.67,Mithat Can’s Apple Watch
2022-08-23 13:16:09,70.39,Mithat Can’s Apple Watch
2022-08-23 13:46:09,65.93,Mithat Can’s Apple Watch
2022-08-23 14:16:04,67.26,Mithat Can’s Apple Watch
2022-08-23 14:45:59,69.56,Mithat Can’s Apple Watch
2022-08-23 15:15:59,67.21,Mithat Can’s Apple Watch
2022-08-23 15:45:54,68.34,Mithat Can’s Apple Watch
2022-08-23 16:15:54,68.14,Mithat Can’s Apple Watch
2022-08-23 16:45:49,68.49,Mithat Can’s Apple Watch
2022-08-23 17:15:49,68.48,Mithat Can’s Apple Watch
2022-08-23 17:45:44,66.52,Mithat Can’s Apple Watch
2022-08-23 18:15:44,64.17,Mithat Can’s Apple Watch
2022-08-23 18:45:44,64.22,Mithat Can’s Apple Watch
2022-08-23 19:15:39,63.65,Mithat Can’s Apple Watch
2022-08-23 19:45:34,69.27,Mithat Can’s Apple Watch
2022-08-23 20:15:34,72.62,Mithat Can’s Apple Watch
2022-08-23 20:45:29,73.26,Mithat Can’s Apple Watch
2022-08-23 21:15:24,69.41,Mithat Can’s Apple Watch
2022-08-23 21:45:24,62.16,Mithat Can’s Apple Watch
2022-08-23 22:15:24,62.56,Mithat Can’s Apple Watch
2022-08-23 22:45:19,70.92,Mithat Can’s Apple Watch
2022-08-23 23:15:19,68.37,Mithat Can’s Apple Watch
2022-08-23 23:45:14,90.53,Mithat Can’s Apple Watch
2022-08-24 00:15:14,63.39,Mithat Can’s Apple Watch
2022-08-24 00:45:09,62.08,Mithat Can’s Apple Watch
2022-08-24 01:15:04,59.09,Mithat Can’s Apple Watch
2022-08-24 01:44:59,59.22,Mithat Can’s Apple Watch
2022-08-24 17:40:03,74.63,Mithat Can’s Apple Watch
2022-08-24 18:10:03,65.13,Mithat Can’s Apple Watch
