dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1643500800,2022-01-30 00:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.51,10000,2.2,2.97,6.97,7.79,1026,,,69,9.77,310,,0.25,,,,20,500,Rain,light rain,10n
1643504400,2022-01-30 01:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.27,10000,2.37,2.91,6.61,7.74,1027,,,71,8.75,300,,,,,,20,500,Rain,light rain,10n
1643508000,2022-01-30 02:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.82,10000,1.74,2.32,5.5,7.23,1027,,,70,8.75,310,,,,,,20,801,Clouds,few clouds,02n
1643511600,2022-01-30 03:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.49,10000,1.42,1.89,5.5,7.18,1027,,,70,8.75,310,13.89,,,,,20,801,Clouds,few clouds,02n
1643515200,2022-01-30 04:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.4,10000,1.13,1.63,5.5,6.68,1027,,,69,9.26,310,,,,,,20,801,Clouds,few clouds,02n
1643518800,2022-01-30 05:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.24,10000,1.18,1.56,5.5,7.23,1028,,,70,8.75,320,13.89,0.25,,,,20,500,Rain,light rain,10n
1643522400,2022-01-30 06:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.07,10000,1.02,2.39,4.95,6.68,1028,,,70,5.66,320,,,,,,20,801,Clouds,few clouds,02n
1643526000,2022-01-30 07:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.85,10000,1.2,2.34,4.93,6.68,1029,,,72,5.14,300,,,,,,75,803,Clouds,broken clouds,04n
1643529600,2022-01-30 08:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.04,10000,1.19,2.35,5.5,6.68,1029,,,71,5.66,320,,,,,,20,801,Clouds,few clouds,02d
1643533200,2022-01-30 09:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.87,10000,1.58,3.61,6.05,7.74,1030,,,69,5.14,320,,,,,,40,802,Clouds,scattered clouds,03d
1643536800,2022-01-30 10:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.19,10000,1.27,3.8,6.61,7.73,1030,,,66,5.66,310,,,,,,20,801,Clouds,few clouds,02d
1643540400,2022-01-30 11:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.64,10000,0.15,4.19,6.61,8.31,1031,,,59,6.17,320,,,,,,20,801,Clouds,few clouds,02d
1643544000,2022-01-30 12:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.73,10000,1.36,4.12,7.15,8.28,1031,,,64,6.69,300,,,,,,75,803,Clouds,broken clouds,04d
1643547600,2022-01-30 13:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.93,10000,1.11,4.74,7.16,8.31,1030,,,62,5.66,290,,,,,,40,802,Clouds,scattered clouds,03d
1643551200,2022-01-30 14:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.56,10000,1.2,4.7,6.61,8.29,1029,,,64,4.63,310,,,,,,75,803,Clouds,broken clouds,04d
1643554800,2022-01-30 15:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.26,10000,0.69,4.85,6.61,7.76,1028,,,63,3.6,290,,,,,,75,803,Clouds,broken clouds,04d
1643558400,2022-01-30 16:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.48,10000,0.59,5.03,5.5,7.18,1027,,,66,2.06,260,,,,,,40,802,Clouds,scattered clouds,03d
1643562000,2022-01-30 17:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.55,10000,1.1,3.1,3.97,6.09,1026,,,73,3.09,250,,,,,,20,801,Clouds,few clouds,02n
1643565600,2022-01-30 18:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.54,10000,0.31,2.46,4.39,6.09,1026,,,69,4.12,230,,,,,,40,802,Clouds,scattered clouds,03n
1643569200,2022-01-30 19:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.49,10000,1.6,2.13,4.4,6.07,1024,,,76,4.63,230,,,,,,75,803,Clouds,broken clouds,04n
1643572800,2022-01-30 20:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.37,10000,2.03,1.64,4.38,6.06,1022,,,79,5.36,202,7.6,,,,,40,802,Clouds,scattered clouds,03n
1643576400,2022-01-30 21:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.18,10000,1.66,1.5,4.38,5.57,1021,,,78,5.14,210,,,,,,0,800,Clear,sky is clear,01n
1643580000,2022-01-30 22:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.15,10000,1.81,0.98,4.38,5.57,1019,,,79,6.26,205,8.94,0.31,,,,20,500,Rain,light rain,10n
1643583600,2022-01-30 23:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,4.95,10000,2.14,0.2,4.38,5.57,1016,,,82,7.72,210,,,,,,75,803,Clouds,broken clouds,04n
1643587200,2022-01-31 00:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.14,8000,2.83,0.07,4.38,5.52,1014,,,85,8.94,205,11.62,0.25,,,,75,500,Rain,light rain,10n
1643590800,2022-01-31 01:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5,6000,3.66,0.1,4.93,5.52,1011,,,91,8.23,220,,2.41,,,,75,501,Rain,moderate rain,10n
1643594400,2022-01-31 02:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.47,8000,5.27,1,6.05,7.23,1009,,,92,12.35,260,,2.64,,,,75,501,Rain,moderate rain,10n
1643598000,2022-01-31 03:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.03,10000,4.85,1.97,6.61,7.23,1008,,,86,11.32,280,16.46,0.42,,,,75,500,Rain,light rain,10n
1643601600,2022-01-31 04:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.21,10000,3.82,1.9,6.61,7.73,1008,,,79,12.86,290,18.01,4.06,,,,75,502,Rain,heavy intensity rain,10n
1643605200,2022-01-31 05:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.69,10000,3.37,-0.47,4.39,6.12,1007,,,85,14.4,290,20.06,2.71,,,,75,501,Rain,moderate rain,10n
1643608800,2022-01-31 06:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.85,10000,3.69,-0.44,4.95,6.6,1006,,,86,15.43,300,22.12,1.93,,,,75,501,Rain,moderate rain,10n
1643612400,2022-01-31 07:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.92,9000,3.76,-0.25,4.95,6.68,1006,,,86,14.92,290,21.09,2.29,,,,75,501,Rain,moderate rain,10n
1643616000,2022-01-31 08:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.05,10000,3.55,-0.51,5.51,6.68,1006,,,84,17.49,300,23.66,3.81,,,,75,501,Rain,moderate rain,10d
1643619600,2022-01-31 09:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.06,8000,3.73,-0.49,4.95,6.62,1007,,,85,17.49,310,23.66,7.75,,,,75,502,Rain,heavy intensity rain,10d
1643623200,2022-01-31 10:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.02,8000,3.36,-0.47,5.51,6.68,1008,,,83,16.98,310,25.21,6.56,,,,75,502,Rain,heavy intensity rain,10d
1643626800,2022-01-31 11:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.86,7000,3.7,-0.69,4.93,6.68,1009,,,86,16.98,310,22.64,10.6,,,,75,502,Rain,heavy intensity rain,10d
1643630400,2022-01-31 12:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.01,5000,4.18,-0.31,5.5,6.68,1010,,,88,15.95,310,,7.06,,,,75,300,Drizzle,light intensity drizzle,09d
1643630400,2022-01-31 12:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.01,5000,4.18,-0.31,5.5,6.68,1010,,,88,15.95,310,,7.06,,,,75,502,Rain,heavy intensity rain,10d
1643634000,2022-01-31 13:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.29,6000,3.79,0.17,5.5,7.17,1011,,,84,15.43,320,20.58,10.03,,,,75,310,Drizzle,light intensity drizzle rain,09d
1643634000,2022-01-31 13:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.29,6000,3.79,0.17,5.5,7.17,1011,,,84,15.43,320,20.58,10.03,,,,75,502,Rain,heavy intensity rain,10d
1643637600,2022-01-31 14:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.67,8000,3.65,0.78,6.59,7.15,1011,,,81,14.92,320,21.61,0.11,,,,75,500,Rain,light rain,10d
1643641200,2022-01-31 15:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.45,9000,3.26,0.57,6.05,7.15,1013,,,80,14.4,320,21.61,0.25,,,,75,500,Rain,light rain,10d
1643644800,2022-01-31 16:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.59,10000,3.21,1.06,5.51,7.15,1014,,,79,12.86,330,19.03,,,,,75,310,Drizzle,light intensity drizzle rain,09d
1643648400,2022-01-31 17:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.3,10000,2.2,0.88,6.05,7.15,1016,,,75,11.83,330,18.01,,,,,75,803,Clouds,broken clouds,04n
1643652000,2022-01-31 18:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.2,10000,1.14,0.98,5.5,6.68,1017,,,70,10.8,330,16.98,13.46,,,,75,502,Rain,heavy intensity rain,10n
1643655600,2022-01-31 19:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.81,10000,-0.6,0.86,4.94,6.12,1019,,,63,9.26,330,,1.52,,,,40,501,Rain,moderate rain,10n
1643659200,2022-01-31 20:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,4.82,10000,1.67,-0.44,3.81,5.52,1020,,,80,9.26,330,14.92,0.38,,,,40,500,Rain,light rain,10n
1643662800,2022-01-31 21:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,4.55,10000,1.4,-0.32,3.82,4.97,1021,,,80,7.72,320,,,,,,20,801,Clouds,few clouds,02n
1643666400,2022-01-31 22:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,4.57,10000,1.42,-0.11,3.82,5.57,1021,,,80,7.2,310,,,,,,20,801,Clouds,few clouds,02n
1643670000,2022-01-31 23:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,4.31,10000,1.17,0.17,3.82,5.57,1021,,,80,5.66,310,,,,,,20,801,Clouds,few clouds,02n
1643673600,2022-02-01 00:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,4.68,10000,1.18,0.42,3.81,5.57,1021,,,78,6.17,300,,,,,,20,801,Clouds,few clouds,02n
1643677200,2022-02-01 01:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,4.94,10000,1.25,1.72,4.36,5.57,1020,,,77,4.12,280,,,,,,40,802,Clouds,scattered clouds,03n
1643680800,2022-02-01 02:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.04,10000,1.53,1.84,3.83,5.57,1020,,,78,4.12,260,,,,,,20,801,Clouds,few clouds,02n
1643684400,2022-02-01 03:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.34,10000,2,1.94,4.93,6.12,1020,,,79,4.63,260,,,,,,20,801,Clouds,few clouds,02n
1643688000,2022-02-01 04:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.51,10000,2.16,1.68,4.96,6.12,1019,,,79,5.66,250,,,,,,0,800,Clear,sky is clear,01n
1643691600,2022-02-01 05:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.84,10000,3.35,1.9,5.49,6.12,1018,,,84,6.17,240,,0.11,,,,40,300,Drizzle,light intensity drizzle,09n
1643691600,2022-02-01 05:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.84,10000,3.35,1.9,5.49,6.12,1018,,,84,6.17,240,,0.11,,,,40,500,Rain,light rain,10n
1643695200,2022-02-01 06:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.8,6000,4.45,1.65,5.5,6.68,1017,,,91,6.69,240,,0.25,,,,75,300,Drizzle,light intensity drizzle,09n
1643695200,2022-02-01 06:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.8,6000,4.45,1.65,5.5,6.68,1017,,,91,6.69,240,,0.25,,,,75,500,Rain,light rain,10n
1643698800,2022-02-01 07:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.52,10000,5.47,1.76,6.05,7.15,1016,,,93,9.39,238,14.31,0.25,,,,75,300,Drizzle,light intensity drizzle,09n
1643698800,2022-02-01 07:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.52,10000,5.47,1.76,6.05,7.15,1016,,,93,9.39,238,14.31,0.25,,,,75,500,Rain,light rain,10n
1643702400,2022-02-01 08:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.67,2800,5.77,2.28,6.05,7.23,1015,,,94,8.23,240,,0.7,,,,75,300,Drizzle,light intensity drizzle,09d
1643702400,2022-02-01 08:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.67,2800,5.77,2.28,6.05,7.23,1015,,,94,8.23,240,,0.7,,,,75,500,Rain,light rain,10d
1643706000,2022-02-01 09:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.88,2800,6.14,2.01,6.59,7.79,1014,,,95,10.29,250,,1.1,,,,75,301,Drizzle,drizzle,09d
1643706000,2022-02-01 09:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.88,2800,6.14,2.01,6.59,7.79,1014,,,95,10.29,250,,1.1,,,,75,501,Rain,moderate rain,10d
1643709600,2022-02-01 10:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.44,3800,6.69,3,6.61,8.3,1013,,,95,9.26,260,,0.68,,,,75,300,Drizzle,light intensity drizzle,09d
1643709600,2022-02-01 10:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.44,3800,6.69,3,6.61,8.3,1013,,,95,9.26,260,,0.68,,,,75,500,Rain,light rain,10d
1643713200,2022-02-01 11:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.74,9000,6.99,3.04,7.16,8.34,1013,,,95,10.8,260,,0.51,,,,75,500,Rain,light rain,10d
1643716800,2022-02-01 12:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.33,10000,7.27,3.82,7.72,8.97,1012,,,93,10.8,260,,0.25,,,,75,500,Rain,light rain,10d
1643720400,2022-02-01 13:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.02,10000,7.63,4.64,8.27,9.45,1011,,,91,11.32,280,,0.76,,,,75,500,Rain,light rain,10d
1643724000,2022-02-01 14:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.25,10000,7.53,5.16,8.82,9.45,1011,,,89,10.29,280,,1.27,,,,75,501,Rain,moderate rain,10d
1643727600,2022-02-01 15:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.39,10000,7,5.34,8.82,9.95,1011,,,85,10.29,290,,3.05,,,,20,501,Rain,moderate rain,10d
1643731200,2022-02-01 16:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.61,10000,6.51,5.43,8.83,9.97,1011,,,81,11.32,290,,2.03,,,,0,501,Rain,moderate rain,10d
1643734800,2022-02-01 17:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.61,10000,6.51,5.43,8.83,9.97,1012,,,81,11.32,290,18.01,2.29,,,,20,501,Rain,moderate rain,10n
1643738400,2022-02-01 18:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.56,10000,6.64,5.57,8.82,9.98,1012,,,82,10.29,290,,1.02,,,,20,501,Rain,moderate rain,10n
1643742000,2022-02-01 19:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.31,10000,6.4,5.23,8.82,9.97,1013,,,82,10.29,290,,0.51,,,,20,500,Rain,light rain,10n
1643745600,2022-02-01 20:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.29,10000,6.02,5.21,8.82,9.97,1013,,,80,10.29,290,,1.02,,,,20,501,Rain,moderate rain,10n
1643749200,2022-02-01 21:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.19,10000,5.74,5.31,8.82,9.97,1014,,,79,9.26,290,,0.51,,,,0,500,Rain,light rain,10n
1643752800,2022-02-01 22:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.96,10000,5.7,5,8.27,9.41,1014,,,80,9.26,290,,0.51,,,,20,500,Rain,light rain,10n
1643756400,2022-02-01 23:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.33,10000,5.27,4.44,7.71,8.87,1015,,,81,8.23,290,13.38,0.25,,,,20,500,Rain,light rain,10n
1643760000,2022-02-02 00:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.62,10000,5.37,4.44,8.25,9.41,1015,,,80,9.77,290,,,,,,20,801,Clouds,few clouds,02n
1643763600,2022-02-02 01:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.09,10000,5.21,3.86,7.7,8.34,1015,,,82,9.26,290,,,,,,0,800,Clear,sky is clear,01n
1643767200,2022-02-02 02:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.15,10000,5.09,4.07,7.71,8.34,1015,,,81,8.75,290,,0.25,,,,0,500,Rain,light rain,10n
1643770800,2022-02-02 03:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.24,10000,4.64,4.06,7.71,8.85,1015,,,78,9.26,300,,0.51,,,,20,500,Rain,light rain,10n
1643774400,2022-02-02 04:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.14,10000,5.08,4.19,7.71,8.34,1016,,,81,8.23,300,,,,,,20,801,Clouds,few clouds,02n
1643778000,2022-02-02 05:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.07,10000,5.19,4.4,7.71,8.34,1016,,,82,7.2,300,,,,,,20,801,Clouds,few clouds,02n
1643781600,2022-02-02 06:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.88,10000,4.83,4.49,7.17,8.34,1017,,,81,6.17,300,,,,,,0,800,Clear,sky is clear,01n
1643785200,2022-02-02 07:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.74,10000,5.21,4.7,7.16,8.29,1017,,,84,5.14,300,,,,,,0,800,Clear,sky is clear,01n
1643788800,2022-02-02 08:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.52,10000,5.5,4.89,6.61,8.29,1018,,,87,4.12,290,,,,,,20,801,Clouds,few clouds,02d
1643792400,2022-02-02 09:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.29,10000,6.26,5.39,7.71,8.85,1019,,,87,5.14,290,,,,,,20,801,Clouds,few clouds,02d
1643796000,2022-02-02 10:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.78,10000,6.4,5.64,7.72,9.41,1020,,,85,6.17,290,,0.1,,,,20,500,Rain,light rain,10d
1643799600,2022-02-02 11:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.54,10000,6.27,6.77,8.81,9.98,1020,,,80,5.66,290,,,,,,40,802,Clouds,scattered clouds,03d
1643803200,2022-02-02 12:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.62,10000,5.79,7.26,8.82,10.53,1020,,,77,4.63,290,,,,,,40,802,Clouds,scattered clouds,03d
1643806800,2022-02-02 13:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.95,10000,5.54,8.13,8.82,11.08,1020,,,74,3.6,300,,,,,,20,801,Clouds,few clouds,02d
1643810400,2022-02-02 14:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,10.24,10000,5.82,9.25,9.38,11.08,1020,,,74,3.09,280,,,,,,20,801,Clouds,few clouds,02d
1643814000,2022-02-02 15:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.76,10000,6.66,7.24,8.27,10.52,1021,,,81,5.14,250,,,,,,20,801,Clouds,few clouds,02d
1643817600,2022-02-02 16:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.59,10000,6.88,6.21,7.71,9.4,1021,,,89,4.12,250,,,,,,75,803,Clouds,broken clouds,04d
1643821200,2022-02-02 17:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.53,10000,6.82,6.4,7.71,9.39,1021,,,89,3.6,250,,,,,,75,803,Clouds,broken clouds,04n
1643824800,2022-02-02 18:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.37,10000,6.99,5.71,7.71,8.85,1021,,,91,4.63,240,,,,,,75,300,Drizzle,light intensity drizzle,09n
1643828400,2022-02-02 19:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.3,7000,7.39,5.85,7.71,9.38,1020,,,94,4.12,230,,0.25,,,,75,300,Drizzle,light intensity drizzle,09n
1643828400,2022-02-02 19:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.3,7000,7.39,5.85,7.71,9.38,1020,,,94,4.12,230,,0.25,,,,75,500,Rain,light rain,10n
1643832000,2022-02-02 20:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.56,4000,7.65,5.54,8.27,9.38,1020,,,94,5.66,220,,0.25,,,,75,300,Drizzle,light intensity drizzle,09n
1643832000,2022-02-02 20:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.56,4000,7.65,5.54,8.27,9.38,1020,,,94,5.66,220,,0.25,,,,75,500,Rain,light rain,10n
1643835600,2022-02-02 21:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.74,5000,7.98,5.96,8.27,9.39,1020,,,95,5.14,220,,0.41,,,,75,300,Drizzle,light intensity drizzle,09n
1643835600,2022-02-02 21:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.74,5000,7.98,5.96,8.27,9.39,1020,,,95,5.14,220,,0.41,,,,75,500,Rain,light rain,10n
1643839200,2022-02-02 22:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.74,6000,7.98,6.17,8.28,9.38,1020,,,95,4.63,220,,0.41,,,,75,300,Drizzle,light intensity drizzle,09n
1643839200,2022-02-02 22:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.74,6000,7.98,6.17,8.28,9.38,1020,,,95,4.63,220,,0.41,,,,75,500,Rain,light rain,10n
1643842800,2022-02-02 23:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.56,10000,7.81,6.17,8.27,9.38,1020,,,95,4.12,230,,0.38,,,,75,500,Rain,light rain,10n
1643846400,2022-02-03 00:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.56,10000,7.65,5.94,8.27,9.38,1020,,,94,4.63,240,,0.25,,,,75,500,Rain,light rain,10n
1643850000,2022-02-03 01:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.71,10000,7.64,5.92,8.28,9.38,1019,,,93,5.14,230,,,,,,75,803,Clouds,broken clouds,04n
1643853600,2022-02-03 02:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.47,10000,7.56,6.06,7.71,9.38,1019,,,94,4.12,210,,,,,,75,803,Clouds,broken clouds,04n
1643857200,2022-02-03 03:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.22,8000,7.31,5.11,7.71,9.38,1018,,,94,5.66,220,,,,,,75,803,Clouds,broken clouds,04n
1643860800,2022-02-03 04:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.11,10000,7.2,5.17,7.71,8.34,1017,,,94,5.14,210,,,,,,75,803,Clouds,broken clouds,04n
1643864400,2022-02-03 05:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.11,10000,6.73,4.78,7.71,8.34,1017,,,91,6.17,210,,,,,,75,803,Clouds,broken clouds,04n
1643868000,2022-02-03 06:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.04,10000,6.5,4.52,7.71,8.34,1016,,,90,6.69,210,,,,,,75,803,Clouds,broken clouds,04n
1643871600,2022-02-03 07:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.08,10000,6.38,4.41,7.7,8.34,1015,,,89,7.2,210,,,,,,100,804,Clouds,overcast clouds,04n
1643875200,2022-02-03 08:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.98,10000,6.28,4.44,7.7,8.29,1015,,,89,6.69,210,,,,,,100,804,Clouds,overcast clouds,04d
1643878800,2022-02-03 09:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.98,9000,6.12,4.28,7.7,8.29,1015,,,88,7.2,210,,,,,,75,300,Drizzle,light intensity drizzle,09d
1643882400,2022-02-03 10:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.37,4500,6.16,3.5,6.61,8.28,1015,,,92,7.2,210,,,,,,75,300,Drizzle,light intensity drizzle,09d
1643886000,2022-02-03 11:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.21,4000,6.62,3.64,6.61,7.79,1014,,,96,6.17,210,,0.32,,,,75,300,Drizzle,light intensity drizzle,09d
1643886000,2022-02-03 11:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.21,4000,6.62,3.64,6.61,7.79,1014,,,96,6.17,210,,0.32,,,,75,500,Rain,light rain,10d
1643889600,2022-02-03 12:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.43,10000,6.68,3.74,6.61,7.97,1014,,,95,6.69,220,,0.38,,,,75,500,Rain,light rain,10d
1643893200,2022-02-03 13:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.65,9000,6.43,3.86,7.2,7.97,1013,,,92,7.2,230,,0.17,,,,75,300,Drizzle,light intensity drizzle,09d
1643893200,2022-02-03 13:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.65,9000,6.43,3.86,7.2,7.97,1013,,,92,7.2,230,,0.17,,,,75,500,Rain,light rain,10d
1643896800,2022-02-03 14:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.32,10000,6.42,3.43,6.61,7.79,1012,,,94,7.2,230,,0.57,,,,75,300,Drizzle,light intensity drizzle,09d
1643896800,2022-02-03 14:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.32,10000,6.42,3.43,6.61,7.79,1012,,,94,7.2,230,,0.57,,,,75,500,Rain,light rain,10d
1643900400,2022-02-03 15:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.63,10000,6.41,4.17,7.16,7.97,1012,,,92,6.17,240,,0.25,,,,75,500,Rain,light rain,10d
1643900400,2022-02-03 15:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.63,10000,6.41,4.17,7.16,7.97,1012,,,92,6.17,240,,0.25,,,,75,300,Drizzle,light intensity drizzle,09d
1643904000,2022-02-03 16:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.67,10000,6.45,3.88,7.16,7.97,1012,,,92,7.2,240,,,,,,75,803,Clouds,broken clouds,04d
