dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1678906800,2023-03-15 19:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.01,10000,1.54,3.66,4.93,6.64,1019,,,73,3.09,160,,,,,,0,800,Clear,sky is clear,01n
1678910400,2023-03-15 20:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.02,10000,1.74,3.67,4.93,6.64,1018,,,74,3.09,140,,,,,,0,800,Clear,sky is clear,01n
1678914000,2023-03-15 21:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.55,10000,1.48,2.77,4.4,6.08,1018,,,75,3.6,150,,,,,,0,800,Clear,sky is clear,01n
1678917600,2023-03-15 22:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.88,10000,1.42,2.61,4.96,6.64,1018,,,73,4.63,150,,,,,,0,800,Clear,sky is clear,01n
1678921200,2023-03-15 23:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.43,10000,1.54,2.05,4.4,6.08,1017,,,76,4.63,150,,,,,,0,800,Clear,sky is clear,01n
1678924800,2023-03-16 00:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.49,10000,1.42,1.88,4.93,6.08,1017,,,75,5.14,150,,,,,,20,801,Clouds,few clouds,02n
1678928400,2023-03-16 01:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.75,10000,1.67,1.78,4.94,6.08,1016,,,75,6.17,160,,,,,,20,801,Clouds,few clouds,02n
1678932000,2023-03-16 02:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.78,10000,2.25,1.82,4.95,6.08,1016,,,78,6.17,160,,,,,,40,802,Clouds,scattered clouds,03n
1678935600,2023-03-16 03:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.79,10000,2.79,1.64,4.95,6.08,1015,,,81,6.69,170,,,,,,20,310,Drizzle,light intensity drizzle rain,09n
1678939200,2023-03-16 04:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.44,10000,3.29,1.19,4.93,6.08,1015,,,86,6.69,170,,0.25,,,,75,300,Drizzle,light intensity drizzle,09n
1678939200,2023-03-16 04:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.44,10000,3.29,1.19,4.93,6.08,1015,,,86,6.69,170,,0.25,,,,75,500,Rain,light rain,10n
1678942800,2023-03-16 05:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.82,10000,3.66,1.5,4.94,6.08,1014,,,86,7.2,170,,,,,,75,310,Drizzle,light intensity drizzle rain,09n
1678946400,2023-03-16 06:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.45,10000,3.94,0.85,4.93,6.06,1014,,,90,7.72,160,,0.25,,,,75,310,Drizzle,light intensity drizzle rain,09d
1678946400,2023-03-16 06:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.45,10000,3.94,0.85,4.93,6.06,1014,,,90,7.72,160,,0.25,,,,75,500,Rain,light rain,10d
1678950000,2023-03-16 07:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.5,10000,3.99,1.09,4.93,6.06,1014,,,90,7.2,160,,0.25,,,,75,500,Rain,light rain,10d
1678950000,2023-03-16 07:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,5.5,10000,3.99,1.09,4.93,6.06,1014,,,90,7.2,160,,0.25,,,,75,310,Drizzle,light intensity drizzle rain,09d
1678953600,2023-03-16 08:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,6.16,10000,4.32,1.61,5.52,6.63,1014,,,88,8.23,160,,0.25,,,,20,500,Rain,light rain,10d
1678957200,2023-03-16 09:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.14,10000,4.45,2.74,6.61,7.73,1013,,,83,8.75,160,,0.11,,,,20,500,Rain,light rain,10d
1678960800,2023-03-16 10:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.3,10000,4.32,4.26,7.71,8.85,1013,,,76,8.75,160,,,,,,0,800,Clear,sky is clear,01d
1678964400,2023-03-16 11:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.63,10000,4.23,5.77,8.82,10.53,1012,,,69,9.77,170,,,,,,40,802,Clouds,scattered clouds,03d
1678968000,2023-03-16 12:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,10.91,10000,5.24,9.83,9.96,11.64,1012,,,68,7.2,180,,,,,,75,803,Clouds,broken clouds,04d
1678971600,2023-03-16 13:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,12.24,10000,4.23,11.03,11.63,12.75,1011,,,58,10.8,180,,,,,,75,803,Clouds,broken clouds,04d
1678975200,2023-03-16 14:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,12.73,10000,3.67,11.47,11.61,13.3,1011,,,54,8.75,180,,,,,,75,803,Clouds,broken clouds,04d
1678978800,2023-03-16 15:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,13.33,10000,3.69,12.08,12.71,13.86,1010,,,52,8.23,170,,,,,,75,803,Clouds,broken clouds,04d
1678982400,2023-03-16 16:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,13.42,10000,3.22,12.12,12.71,13.86,1009,,,50,7.2,170,,,,,,20,801,Clouds,few clouds,02d
1678986000,2023-03-16 17:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,13.14,10000,2.96,11.82,12.16,13.3,1009,,,50,7.2,170,,,,,,0,800,Clear,sky is clear,01d
1678989600,2023-03-16 18:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,11.81,10000,4.77,10.67,10.5,12.19,1009,,,62,5.66,160,,,,,,0,800,Clear,sky is clear,01n
1678993200,2023-03-16 19:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,11.2,10000,4.2,9.99,10.5,11.64,1008,,,62,5.66,150,,,,,,0,800,Clear,sky is clear,01n
1678996800,2023-03-16 20:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.99,10000,2.59,7.17,9.38,10.52,1008,,,60,6.17,160,,,,,,0,800,Clear,sky is clear,01n
1679000400,2023-03-16 21:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.56,10000,2.65,6.63,8.82,10.52,1008,,,62,6.17,150,,,,,,0,800,Clear,sky is clear,01n
1679004000,2023-03-16 22:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.6,10000,4.4,6.52,8.27,10.53,1007,,,70,6.69,150,,,,,,0,800,Clear,sky is clear,01n
1679007600,2023-03-16 23:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.22,10000,3.63,6.03,8.27,9.97,1007,,,68,6.69,150,,,,,,0,800,Clear,sky is clear,01n
1679011200,2023-03-17 00:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.24,10000,4.46,6.79,8.27,9.97,1007,,,72,4.63,160,,,,,,0,800,Clear,sky is clear,01n
1679014800,2023-03-17 01:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.42,10000,4.25,6,7.71,9.41,1007,,,75,4.12,150,,,,,,0,800,Clear,sky is clear,01n
1679018400,2023-03-17 02:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.14,10000,3.98,5.42,7.71,8.85,1006,,,75,4.63,150,,,,,,0,800,Clear,sky is clear,01n
1679022000,2023-03-17 03:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.54,10000,4.37,5.71,7.71,9.41,1006,,,75,5.14,150,,,,,,0,800,Clear,sky is clear,01n
1679025600,2023-03-17 04:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.75,10000,4.38,6.41,7.71,9.41,1007,,,74,4.12,160,,,,,,0,800,Clear,sky is clear,01n
1679029200,2023-03-17 05:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.78,10000,4.41,6.7,7.71,9.41,1007,,,74,3.6,160,,,,,,0,800,Clear,sky is clear,01n
1679032800,2023-03-17 06:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.67,10000,3.91,6.57,7.71,9.4,1006,,,72,3.6,140,,,,,,0,800,Clear,sky is clear,01d
1679036400,2023-03-17 07:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.59,10000,4.22,6.76,7.71,9.41,1006,,,74,3.09,160,,,,,,0,800,Clear,sky is clear,01d
1679040000,2023-03-17 08:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.7,10000,4.5,7.58,8.82,10.52,1007,,,70,4.12,160,,,,,,0,800,Clear,sky is clear,01d
1679043600,2023-03-17 09:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,11.68,10000,5.55,10.63,10.5,12.74,1007,,,66,6.17,170,,,,,,0,800,Clear,sky is clear,01d
1679047200,2023-03-17 10:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,13.6,10000,6.93,12.69,12.71,14.4,1007,,,64,5.14,200,,,,,,0,800,Clear,sky is clear,01d
1679050800,2023-03-17 11:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,14.27,10000,7.56,13.42,13.82,14.41,1007,,,64,5.14,210,,,,,,40,802,Clouds,scattered clouds,03d
1679054400,2023-03-17 12:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,15.17,10000,8.64,14.44,13.82,16.07,1006,,,65,3.09,200,,,,,,20,801,Clouds,few clouds,02d
1679058000,2023-03-17 13:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,16.11,10000,9.31,15.45,14.93,16.63,1007,,,64,3.6,190,,,,,,20,801,Clouds,few clouds,02d
1679061600,2023-03-17 14:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,15.77,10000,9.44,15.13,14.93,16.08,1006,,,66,3.6,190,,,,,,20,801,Clouds,few clouds,02d
1679065200,2023-03-17 15:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,15.59,10000,9.49,14.95,14.93,16.08,1006,,,67,2.57,160,,,,,,20,801,Clouds,few clouds,02d
1679068800,2023-03-17 16:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,15.38,10000,10.57,14.88,14.4,16.06,1006,,,73,2.24,143,2.68,,,,,0,800,Clear,sky is clear,01d
1679072400,2023-03-17 17:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,14.59,10000,9.19,13.93,13.82,14.97,1006,,,70,2.06,160,,,,,,20,801,Clouds,few clouds,02d
1679076000,2023-03-17 18:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,13.99,10000,10.03,13.46,12.71,14.41,1006,,,77,2.06,130,,0.14,,,,0,500,Rain,light rain,10n
1679079600,2023-03-17 19:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,13.19,10000,8.86,12.52,12.71,13.86,1006,,,75,0.51,140,,0.15,,,,20,500,Rain,light rain,10n
1679083200,2023-03-17 20:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,12.91,10000,9.17,12.29,11.61,13.86,1006,,,78,1.03,300,,,,,,0,800,Clear,sky is clear,01n
1679086800,2023-03-17 21:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,12.75,10000,9.02,12.12,12.17,13.3,1006,,,78,4.12,240,,,,,,75,803,Clouds,broken clouds,04n
1679090400,2023-03-17 22:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,12.55,10000,9.38,11.98,11.07,13.29,1007,,,81,4.12,250,,,,,,75,803,Clouds,broken clouds,04n
1679094000,2023-03-17 23:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,11.58,10000,8.97,10.99,10.5,12.73,1007,,,84,4.63,230,,,,,,20,801,Clouds,few clouds,02n
1679097600,2023-03-18 00:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,10.48,10000,8.58,9.88,8.82,11.08,1007,,,88,2.57,230,,,,,,20,801,Clouds,few clouds,02n
1679101200,2023-03-18 01:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.5,10000,7.94,9.5,7.71,10.52,1007,,,90,1.03,200,,,,,,0,800,Clear,sky is clear,01n
1679104800,2023-03-18 02:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.3,10000,8.07,8.81,7.71,9.96,1008,,,92,1.54,180,,,,,,62,741,Fog,fog,50n
1679108400,2023-03-18 03:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.41,10000,8.18,8.46,7.72,10.52,1008,,,92,2.06,190,,,,,,40,802,Clouds,scattered clouds,03n
1679112000,2023-03-18 04:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.6,10000,8.37,8.3,8.82,10.51,1008,,,92,2.57,160,,0.14,,,,40,500,Rain,light rain,10n
1679115600,2023-03-18 05:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.95,6000,8.87,8.4,8.83,10.52,1008,,,93,3.09,190,,0.92,,,,40,521,Rain,shower rain,09n
1679119200,2023-03-18 06:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.84,6000,8.92,8.27,8.84,9.97,1008,,,94,3.09,200,,1.84,,,,40,501,Rain,moderate rain,10d
1679122800,2023-03-18 07:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.9,8000,9.45,9.03,8.82,10.51,1009,,,97,2.06,150,,,,,,40,802,Clouds,scattered clouds,03d
1679126400,2023-03-18 08:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,10.78,9000,10.01,10.39,10.5,11.07,1010,,,95,3.6,180,,,,,,20,801,Clouds,few clouds,02d
1679130000,2023-03-18 09:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,12.3,10000,11.2,12.01,11.61,13.27,1010,,,93,3.09,170,,,,,,20,801,Clouds,few clouds,02d
1679133600,2023-03-18 10:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,13.66,10000,10.83,13.25,12.71,14.96,1010,,,83,5.14,180,,0.11,,,,75,500,Rain,light rain,10d
1679137200,2023-03-18 11:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,14.14,10000,10.93,13.72,13.29,14.97,1010,,,81,4.63,170,,0.23,,,,20,500,Rain,light rain,10d
1679140800,2023-03-18 12:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,14.43,10000,11.58,14.1,12.97,15.52,1010,,,83,4.63,170,,,,,,20,310,Drizzle,light intensity drizzle rain,09d
1679144400,2023-03-18 13:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,14.45,10000,11.6,14.12,13.82,15.51,1010,,,83,4.12,170,,,,,,20,801,Clouds,few clouds,02d
1679148000,2023-03-18 14:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,14.78,10000,11.56,14.43,13.82,16.07,1010,,,81,5.66,160,,,,,,20,801,Clouds,few clouds,02d
1679151600,2023-03-18 15:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,15.52,10000,10.29,14.98,14.93,16.07,1010,,,71,6.69,170,,,,,,20,801,Clouds,few clouds,02d
1679155200,2023-03-18 16:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,15.35,10000,10.75,14.87,14.93,16.06,1009,,,74,6.69,170,,0.67,,,,20,500,Rain,light rain,10d
1679158800,2023-03-18 17:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,14.45,10000,10.47,13.96,13.82,14.95,1009,,,77,5.14,150,,0.62,,,,20,500,Rain,light rain,10d
1679162400,2023-03-18 18:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,13.67,10000,9.33,13.05,13.29,13.97,1009,,,75,4.63,150,,0.38,,,,20,500,Rain,light rain,10n
1679166000,2023-03-18 19:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,13.12,10000,9.38,12.52,12.71,13.29,1010,,,78,4.12,140,,0.69,,,,20,500,Rain,light rain,10n
1679169600,2023-03-18 20:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,12.76,10000,9.59,12.21,11.62,13.29,1010,,,81,6.17,180,11.83,0.25,,,,20,520,Rain,light intensity shower rain,09n
1679173200,2023-03-18 21:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,11.21,10000,9.96,10.79,10.5,11.64,1010,,,92,5.66,170,,0.57,,,,20,500,Rain,light rain,10n
1679176800,2023-03-18 22:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,11.23,10000,9.98,10.81,10.97,11.64,1010,,,92,5.66,180,,0.76,,,,40,500,Rain,light rain,10n
1679180400,2023-03-18 23:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,10.78,8000,9.69,10.34,10.51,11.61,1010,,,93,5.14,180,,0.42,,,,75,520,Rain,light intensity shower rain,09n
1679184000,2023-03-19 00:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,10.58,8000,9.66,10.15,10.51,11.08,1010,,,94,5.14,190,,0.56,,,,75,520,Rain,light intensity shower rain,09n
1679187600,2023-03-19 01:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,10.59,10000,9.67,10.16,10.5,11.08,1010,,,94,5.14,200,,0.25,,,,75,500,Rain,light rain,10n
1679191200,2023-03-19 02:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,10.23,9000,9.31,9.76,9.41,10.53,1010,,,94,4.12,200,,0.25,,,,75,500,Rain,light rain,10n
1679194800,2023-03-19 03:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9,10000,8.09,7.26,7.71,9.41,1010,,,94,3.09,210,,,,,,20,801,Clouds,few clouds,02n
1679198400,2023-03-19 04:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.61,7000,7.7,6.24,8.28,8.97,1011,,,94,4.12,200,,,,,,75,803,Clouds,broken clouds,04n
1679202000,2023-03-19 05:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.53,6000,7.93,6.14,7.71,8.86,1011,,,96,4.12,220,,,,,,100,804,Clouds,overcast clouds,04n
1679205600,2023-03-19 06:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.48,3500,7.88,6.34,7.71,8.86,1011,,,96,3.6,230,,,,,,100,701,Mist,mist,50d
1679209200,2023-03-19 07:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.39,2500,7.79,6.23,7.71,8.84,1012,,,96,3.6,210,,,,,,100,741,Fog,fog,50d
1679209200,2023-03-19 07:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.39,2500,7.79,6.23,7.71,8.84,1012,,,96,3.6,210,,,,,,100,701,Mist,mist,50d
1679212800,2023-03-19 08:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.48,1100,7.88,6.63,7.71,8.86,1013,,,96,3.09,200,,,,,,100,741,Fog,fog,50d
1679212800,2023-03-19 08:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.48,1100,7.88,6.63,7.71,8.86,1013,,,96,3.09,200,,,,,,100,701,Mist,mist,50d
1679216400,2023-03-19 09:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.12,1400,8.52,7.12,8.29,9.41,1013,,,96,3.6,210,,,,,,100,741,Fog,fog,50d
1679216400,2023-03-19 09:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.12,1400,8.52,7.12,8.29,9.41,1013,,,96,3.6,210,,,,,,100,701,Mist,mist,50d
1679220000,2023-03-19 10:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.45,2000,8.85,7.52,8.82,9.97,1014,,,96,3.6,210,,,,,,75,701,Mist,mist,50d
1679223600,2023-03-19 11:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.95,4500,9.03,8.4,9.39,10.53,1014,,,94,3.09,200,,,,,,75,701,Mist,mist,50d
1679227200,2023-03-19 12:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,10.33,7000,9.09,9.82,9.93,11.05,1015,,,92,4.12,190,,,,,,100,804,Clouds,overcast clouds,04d
1679230800,2023-03-19 13:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,10.43,8000,9.03,9.9,9.93,11.06,1014,,,91,4.63,210,,,,,,100,804,Clouds,overcast clouds,04d
1679234400,2023-03-19 14:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,10.74,8000,8.84,10.17,10.5,11.62,1015,,,88,3.6,270,,,,,,100,804,Clouds,overcast clouds,04d
1679238000,2023-03-19 15:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,10.23,8000,8.66,9.66,8.82,11.07,1015,,,90,6.17,270,,,,,,100,804,Clouds,overcast clouds,04d
1679241600,2023-03-19 16:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.82,7000,8.58,8.24,8.82,10.52,1015,,,92,3.09,310,,,,,,100,804,Clouds,overcast clouds,04d
1679245200,2023-03-19 17:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.42,7000,8.03,7.76,8.82,9.97,1016,,,91,3.09,290,,,,,,100,804,Clouds,overcast clouds,04d
1679248800,2023-03-19 18:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.62,10000,7.4,6.25,7.71,9.4,1017,,,92,4.12,300,,,,,,100,804,Clouds,overcast clouds,04n
1679252400,2023-03-19 19:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.09,10000,6.87,5.86,7.71,8.3,1018,,,92,3.6,290,,,,,,75,803,Clouds,broken clouds,04n
1679256000,2023-03-19 20:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.91,10000,6.69,5.94,7.71,8.3,1019,,,92,3.09,260,,,,,,75,803,Clouds,broken clouds,04n
1679259600,2023-03-19 21:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.93,10000,6.71,5.67,7.71,8.29,1019,,,92,3.6,260,,,,,,75,803,Clouds,broken clouds,04n
1679263200,2023-03-19 22:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.75,10000,6.38,5.18,7.71,7.97,1019,,,91,4.12,250,,,,,,75,803,Clouds,broken clouds,04n
1679266800,2023-03-19 23:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8,10000,6.46,5.49,7.71,8.29,1019,,,90,4.12,230,,,,,,75,803,Clouds,broken clouds,04n
1679270400,2023-03-20 00:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.98,10000,6.12,5.46,7.71,8.3,1019,,,88,4.12,220,,,,,,75,803,Clouds,broken clouds,04n
1679274000,2023-03-20 01:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.98,10000,5.95,5.46,7.19,8.3,1019,,,87,4.12,210,,,,,,75,803,Clouds,broken clouds,04n
1679277600,2023-03-20 02:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.61,10000,5.92,5,6.61,8.29,1019,,,89,4.12,220,,,,,,75,803,Clouds,broken clouds,04n
1679281200,2023-03-20 03:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.31,10000,5.46,4.39,6.61,8.27,1019,,,88,4.63,190,,,,,,40,802,Clouds,scattered clouds,03n
1679284800,2023-03-20 04:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.29,10000,5.44,4.36,6.61,7.75,1018,,,88,4.63,200,,,,,,75,803,Clouds,broken clouds,04n
1679288400,2023-03-20 05:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.16,10000,5.31,3.98,6.61,7.74,1018,,,88,5.14,200,,,,,,75,803,Clouds,broken clouds,04n
1679292000,2023-03-20 06:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.25,10000,5.4,4.09,6.61,7.74,1018,,,88,5.14,200,,,,,,20,801,Clouds,few clouds,02d
1679295600,2023-03-20 07:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.44,10000,5.75,3.93,6.63,7.75,1018,,,89,6.17,200,,,,,,20,801,Clouds,few clouds,02d
1679299200,2023-03-20 08:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.72,10000,5.86,4.11,7.18,8.28,1018,,,88,6.69,200,,0.51,,,,20,500,Rain,light rain,10d
1679302800,2023-03-20 09:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.9,10000,6.52,4.34,7.71,8.3,1018,,,91,6.69,210,,0.32,,,,75,310,Drizzle,light intensity drizzle rain,09d
1679302800,2023-03-20 09:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,7.9,10000,6.52,4.34,7.71,8.3,1018,,,91,6.69,210,,0.32,,,,75,500,Rain,light rain,10d
1679306400,2023-03-20 10:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.05,10000,6.67,4.07,7.71,8.3,1018,,,91,8.23,210,,0.45,,,,75,310,Drizzle,light intensity drizzle rain,09d
1679306400,2023-03-20 10:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.05,10000,6.67,4.07,7.71,8.3,1018,,,91,8.23,210,,0.45,,,,75,500,Rain,light rain,10d
1679310000,2023-03-20 11:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.1,3500,7.19,4.44,7.71,8.84,1018,,,94,7.2,210,,0.46,,,,75,311,Drizzle,rain and drizzle,09d
1679310000,2023-03-20 11:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.1,3500,7.19,4.44,7.71,8.84,1018,,,94,7.2,210,,0.46,,,,75,500,Rain,light rain,10d
1679313600,2023-03-20 12:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.37,2800,7.62,4.78,7.71,8.86,1018,,,95,7.2,210,,0.83,,,,75,311,Drizzle,rain and drizzle,09d
1679313600,2023-03-20 12:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.37,2800,7.62,4.78,7.71,8.86,1018,,,95,7.2,210,,0.83,,,,75,500,Rain,light rain,10d
1679317200,2023-03-20 13:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.74,4500,7.83,5.26,8.29,9.38,1017,,,94,7.2,210,,0.86,,,,75,311,Drizzle,rain and drizzle,09d
1679317200,2023-03-20 13:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.74,4500,7.83,5.26,8.29,9.38,1017,,,94,7.2,210,,0.86,,,,75,500,Rain,light rain,10d
1679320800,2023-03-20 14:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.74,2500,7.98,5.58,8.29,9.39,1017,,,95,6.17,210,,0.81,,,,75,311,Drizzle,rain and drizzle,09d
1679320800,2023-03-20 14:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,8.74,2500,7.98,5.58,8.29,9.39,1017,,,95,6.17,210,,0.81,,,,75,500,Rain,light rain,10d
1679324400,2023-03-20 15:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.11,7000,8.51,5.74,8.82,9.4,1017,,,96,7.2,230,,0.66,,,,75,500,Rain,light rain,10d
1679324400,2023-03-20 15:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.11,7000,8.51,5.74,8.82,9.4,1017,,,96,7.2,230,,0.66,,,,75,310,Drizzle,light intensity drizzle rain,09d
1679328000,2023-03-20 16:00:00 +0000 UTC,3600,Amsterdam,52.367573,4.904139,9.19,6000,8.59,5.99,8.82,9.41,1016,,,96,6.69,230,,0.41,,,,75,310,Drizzle,light intensity drizzle rain,09d
