Date/Time,Heart Rate Variability (ms),Source
2022-09-06 15:38:38,22.1,Mithat Can’s Apple Watch
2022-09-06 17:39:03,27.22,Mithat Can’s Apple Watch
2022-09-06 21:39:56,37.47,Mithat Can’s Apple Watch
2022-09-07 11:05:36,32.11,Mithat Can’s Apple Watch
2022-09-07 15:45:23,28.95,Mithat Can’s Apple Watch
2022-09-07 21:16:28,63.69,Mithat Can’s Apple Watch
2022-09-07 22:52:20,40.74,Mithat Can’s Apple Watch
2022-09-11 20:54:46,66.41,Mithat Can’s Apple Watch
2022-09-11 22:14:07,76.4,Mithat Can’s Apple Watch
2022-09-12 08:00:21,32.52,Mithat Can’s Apple Watch
2022-09-12 10:13:20,42.1,Mithat Can’s Apple Watch
2022-09-12 14:16:36,67.21,Mithat Can’s Apple Watch
2022-09-12 20:35:33,57.89,Mithat Can’s Apple Watch
2022-09-13 08:33:06,12.06,Mithat Can’s Apple Watch
2022-09-13 12:23:57,74.74,Mithat Can’s Apple Watch
2022-09-13 15:59:24,49.26,Mithat Can’s Apple Watch
2022-09-13 19:57:38,50.83,Mithat Can’s Apple Watch
2022-09-14 11:08:25,26.53,Mithat Can’s Apple Watch
2022-09-14 12:10:38,87.72,Mithat Can’s Apple Watch
2022-09-14 16:06:59,37.15,Mithat Can’s Apple Watch
2022-09-14 20:08:40,31.96,Mithat Can’s Apple Watch
2022-09-15 10:49:42,25.06,Mithat Can’s Apple Watch
2022-09-15 12:29:47,22.36,Mithat Can’s Apple Watch
2022-09-15 16:05:13,41.85,Mithat Can’s Apple Watch
2022-09-15 21:27:15,40.08,Mithat Can’s Apple Watch
2022-09-16 13:17:50,37.54,Mithat Can’s Apple Watch
2022-09-16 16:02:39,70.63,Mithat Can’s Apple Watch
2022-09-16 22:27:25,17.98,Mithat Can’s Apple Watch
2022-09-17 00:52:25,47.83,Mithat Can’s Apple Watch
2022-09-18 15:49:33,36.28,Mithat Can’s Apple Watch
2022-09-18 15:58:43,69.97,Mithat Can’s Apple Watch
2022-09-18 19:57:46,113.76,Mithat Can’s Apple Watch
2022-09-19 20:25:12,41.34,Mithat Can’s Apple Watch
2022-09-20 14:18:06,14.37,Mithat Can’s Apple Watch
2022-09-20 16:07:27,22.32,Mithat Can’s Apple Watch
2022-09-20 20:30:21,31.95,Mithat Can’s Apple Watch
2022-09-21 00:51:03,37.56,Mithat Can’s Apple Watch
2022-09-21 11:07:36,35.45,Mithat Can’s Apple Watch
2022-09-21 11:58:22,41.82,Mithat Can’s Apple Watch
2022-09-21 15:57:47,40.7,Mithat Can’s Apple Watch
2022-09-21 20:03:26,26.24,Mithat Can’s Apple Watch
2022-09-21 23:59:35,26.04,Mithat Can’s Apple Watch
2022-09-22 16:31:11,37.11,Mithat Can’s Apple Watch
2022-09-22 20:46:18,51.49,Mithat Can’s Apple Watch
2022-09-23 00:05:54,74.37,Mithat Can’s Apple Watch
2022-09-23 13:17:08,25.5,Mithat Can’s Apple Watch
2022-09-23 16:04:21,22.11,Mithat Can’s Apple Watch
2022-09-23 20:11:34,22.06,Mithat Can’s Apple Watch
2022-09-24 16:52:56,90.61,Mithat Can’s Apple Watch
2022-09-24 20:08:15,34.45,Mithat Can’s Apple Watch
2022-09-26 07:57:32,97.31,Mithat Can’s Apple Watch
2022-09-26 11:18:00,74.18,Mithat Can’s Apple Watch
2022-09-26 15:19:06,92.04,Mithat Can’s Apple Watch
2022-09-26 19:19:33,41.36,Mithat Can’s Apple Watch
2022-09-26 23:33:50,29.7,Mithat Can’s Apple Watch
2022-09-27 15:20:59,15.17,Mithat Can’s Apple Watch
2022-09-27 19:17:41,56.45,Mithat Can’s Apple Watch
2022-09-27 23:21:13,13.39,Mithat Can’s Apple Watch
2022-09-28 10:50:16,26.33,Mithat Can’s Apple Watch
2022-09-28 11:19:11,23.58,Mithat Can’s Apple Watch
2022-09-28 15:32:53,76.88,Mithat Can’s Apple Watch
2022-09-28 20:04:08,50.81,Mithat Can’s Apple Watch
2022-09-29 00:14:08,38.03,Mithat Can’s Apple Watch
2022-09-29 08:52:42,18.32,Mithat Can’s Apple Watch
2022-09-29 11:27:34,65.49,Mithat Can’s Apple Watch
2022-09-29 16:07:29,49.32,Mithat Can’s Apple Watch
2022-09-29 19:17:55,37.25,Mithat Can’s Apple Watch
2022-10-04 15:47:56,17.19,Mithat Can’s Apple Watch
2022-10-04 19:42:01,75.02,Mithat Can’s Apple Watch
2022-10-04 23:18:16,23.34,Mithat Can’s Apple Watch
2022-10-05 10:52:48,10.14,Mithat Can’s Apple Watch
2022-10-05 11:19:07,35.79,Mithat Can’s Apple Watch
2022-10-05 15:30:00,56.14,Mithat Can’s Apple Watch
2022-10-05 19:17:42,25.26,Mithat Can’s Apple Watch
2022-10-05 23:23:31,26.36,Mithat Can’s Apple Watch
2022-10-06 16:21:35,50.53,Mithat Can’s Apple Watch
2022-10-06 19:46:42,41.69,Mithat Can’s Apple Watch
2022-10-07 10:31:46,41.77,Mithat Can’s Apple Watch
2022-10-07 11:48:28,49.02,Mithat Can’s Apple Watch
2022-10-07 16:03:35,45.28,Mithat Can’s Apple Watch
2022-10-07 21:20:04,19.55,Mithat Can’s Apple Watch
2022-10-07 23:36:52,60.85,Mithat Can’s Apple Watch
2022-10-08 03:17:57,53.09,Mithat Can’s Apple Watch
2022-10-08 10:51:04,52.21,Mithat Can’s Apple Watch
2022-10-08 11:38:01,38.96,Mithat Can’s Apple Watch
2022-10-08 16:02:37,27.2,Mithat Can’s Apple Watch
2022-10-08 22:17:47,45.86,Mithat Can’s Apple Watch
2022-10-08 23:24:29,49.33,Mithat Can’s Apple Watch
2022-10-09 03:37:41,33.21,Mithat Can’s Apple Watch
2022-10-09 13:49:26,20.48,Mithat Can’s Apple Watch
2022-10-09 17:29:31,47.83,Mithat Can’s Apple Watch
2022-10-10 00:34:59,105.32,Mithat Can’s Apple Watch
2022-10-10 17:56:32,25.25,Mithat Can’s Apple Watch
2022-10-10 19:20:28,61.85,Mithat Can’s Apple Watch
2022-10-11 17:28:00,45.92,Mithat Can’s Apple Watch
2022-10-11 19:43:26,32.98,Mithat Can’s Apple Watch
2022-10-11 23:20:06,31.66,Mithat Can’s Apple Watch
2022-10-12 11:08:27,11.88,Mithat Can’s Apple Watch
2022-10-12 11:19:48,31.31,Mithat Can’s Apple Watch
2022-10-12 16:39:15,31.47,Mithat Can’s Apple Watch
2022-10-12 19:20:08,47.11,Mithat Can’s Apple Watch
2022-10-13 12:29:33,24.57,Mithat Can’s Apple Watch
2022-10-13 14:30:57,29.98,Mithat Can’s Apple Watch
2022-10-13 20:02:24,18.25,Mithat Can’s Apple Watch
2022-10-13 22:56:21,46.68,Mithat Can’s Apple Watch
2022-10-14 12:40:30,33.36,Mithat Can’s Apple Watch
2022-10-14 14:21:16,42.27,Mithat Can’s Apple Watch
2022-10-14 18:44:11,65.92,Mithat Can’s Apple Watch
2022-10-16 21:45:15,17.47,Mithat Can’s Apple Watch
2022-10-16 22:22:47,32.61,Mithat Can’s Apple Watch
2022-10-17 09:11:32,19.94,Mithat Can’s Apple Watch
2022-10-17 10:34:30,46.88,Mithat Can’s Apple Watch
2022-10-17 14:23:59,35.51,Mithat Can’s Apple Watch
2022-10-17 21:21:10,29.29,Mithat Can’s Apple Watch
2022-10-17 22:33:37,45.94,Mithat Can’s Apple Watch
2022-10-18 17:36:30,52.58,Mithat Can’s Apple Watch
2022-10-18 22:20:52,15.97,Mithat Can’s Apple Watch
2022-10-18 22:23:31,14.35,Mithat Can’s Apple Watch
2022-10-19 11:43:27,27.37,Mithat Can’s Apple Watch
2022-10-19 14:35:03,80.41,Mithat Can’s Apple Watch
2022-10-19 18:30:38,59.06,Mithat Can’s Apple Watch
2022-10-20 00:15:32,35.91,Mithat Can’s Apple Watch
2022-10-20 16:10:06,22.81,Mithat Can’s Apple Watch
2022-10-20 18:31:32,28.6,Mithat Can’s Apple Watch
2022-10-20 22:41:31,22.77,Mithat Can’s Apple Watch
2022-10-21 14:54:23,21.77,Mithat Can’s Apple Watch
2022-10-21 18:27:12,88.64,Mithat Can’s Apple Watch
2022-10-22 14:13:21,47.05,Mithat Can’s Apple Watch
2022-10-22 14:53:08,47.07,Mithat Can’s Apple Watch
2022-10-22 18:31:21,26.62,Mithat Can’s Apple Watch
2022-10-22 22:21:15,69.52,Mithat Can’s Apple Watch
2022-10-24 20:52:08,74.48,Mithat Can’s Apple Watch
2022-10-25 21:00:14,20.15,Mithat Can’s Apple Watch
2022-10-25 22:21:54,36.04,Mithat Can’s Apple Watch
2022-10-26 02:23:51,33.67,Mithat Can’s Apple Watch
2022-10-26 14:14:43,18.59,Mithat Can’s Apple Watch
2022-10-26 15:10:18,16.91,Mithat Can’s Apple Watch
2022-10-26 18:43:32,31.32,Mithat Can’s Apple Watch
2022-10-27 15:25:54,46.21,Mithat Can’s Apple Watch
2022-10-27 17:50:28,49.95,Mithat Can’s Apple Watch
2022-10-27 22:54:00,27.48,Mithat Can’s Apple Watch
2022-10-28 10:09:19,52.34,Mithat Can’s Apple Watch
2022-10-28 16:02:56,36.38,Mithat Can’s Apple Watch
2022-10-28 16:48:57,30.86,Mithat Can’s Apple Watch
2022-10-28 17:34:00,39.41,Mithat Can’s Apple Watch
2022-10-28 21:41:41,46.23,Mithat Can’s Apple Watch
2022-10-29 10:57:34,26.15,Mithat Can’s Apple Watch
2022-10-29 13:42:46,45.31,Mithat Can’s Apple Watch
2022-10-29 17:34:07,41.77,Mithat Can’s Apple Watch
2022-10-29 21:42:05,42.37,Mithat Can’s Apple Watch
2022-10-30 10:30:13,48.27,Mithat Can’s Apple Watch
2022-10-30 12:49:51,35.22,Mithat Can’s Apple Watch
2022-10-30 16:54:43,26.23,Mithat Can’s Apple Watch
2022-10-31 09:10:43,27.68,Mithat Can’s Apple Watch
2022-10-31 12:33:35,41,Mithat Can’s Apple Watch
2022-10-31 16:59:18,44.27,Mithat Can’s Apple Watch
2022-10-31 21:39:20,71.41,Mithat Can’s Apple Watch
2022-11-01 00:36:31,76.18,Mithat Can’s Apple Watch
2022-11-01 12:25:08,26.05,Mithat Can’s Apple Watch
2022-11-01 13:09:58,12.81,Mithat Can’s Apple Watch
2022-11-01 16:34:05,37.28,Mithat Can’s Apple Watch
2022-11-01 20:47:33,41.29,Mithat Can’s Apple Watch
2022-11-02 18:05:13,23.95,Mithat Can’s Apple Watch
2022-11-02 20:39:32,52.76,Mithat Can’s Apple Watch
2022-11-03 09:16:24,39.27,Mithat Can’s Apple Watch
2022-11-03 12:33:08,67.64,Mithat Can’s Apple Watch
2022-11-03 16:33:04,47.4,Mithat Can’s Apple Watch
2022-11-03 20:34:01,86.84,Mithat Can’s Apple Watch
2022-11-04 01:31:26,27.31,Mithat Can’s Apple Watch
2022-11-04 22:56:46,26.61,Mithat Can’s Apple Watch
2022-11-05 00:35:22,98.96,Mithat Can’s Apple Watch
2022-11-05 19:23:44,47.4,Mithat Can’s Apple Watch
2022-11-06 13:51:18,36.04,Mithat Can’s Apple Watch
2022-11-06 18:43:58,25.27,Mithat Can’s Apple Watch
2022-11-06 20:54:13,58.18,Mithat Can’s Apple Watch
2022-11-07 19:12:54,40.6,Mithat Can’s Apple Watch
2022-11-07 23:40:07,40.68,Mithat Can’s Apple Watch
2022-11-08 14:22:52,35.21,Mithat Can’s Apple Watch
2022-11-08 16:42:25,44.85,Mithat Can’s Apple Watch
2022-11-08 20:35:16,47.6,Mithat Can’s Apple Watch
2022-11-09 12:55:46,35.34,Mithat Can’s Apple Watch
2022-11-09 17:23:13,21.12,Mithat Can’s Apple Watch
2022-11-09 21:30:01,35.82,Mithat Can’s Apple Watch
2022-11-10 09:14:18,40.43,Mithat Can’s Apple Watch
2022-11-10 12:50:14,55.02,Mithat Can’s Apple Watch
2022-11-10 16:32:26,43.91,Mithat Can’s Apple Watch
2022-11-10 20:32:26,77.54,Mithat Can’s Apple Watch
2022-11-11 10:28:47,85.18,Mithat Can’s Apple Watch
2022-11-11 12:53:22,37.03,Mithat Can’s Apple Watch
2022-11-11 16:36:42,38.14,Mithat Can’s Apple Watch
2022-11-11 21:06:00,29.18,Mithat Can’s Apple Watch
2022-11-12 01:04:47,80.02,Mithat Can’s Apple Watch
2022-11-12 15:59:39,55.72,Mithat Can’s Apple Watch
2022-11-12 16:40:29,31.04,Mithat Can’s Apple Watch
2022-11-12 20:40:38,70.66,Mithat Can’s Apple Watch
2022-11-13 22:11:16,25.73,Mithat Can’s Apple Watch
2022-11-14 17:46:16,28.68,Mithat Can’s Apple Watch
2022-11-14 22:00:26,36.37,Mithat Can’s Apple Watch
2022-11-15 15:45:37,19.38,Mithat Can’s Apple Watch
2022-11-15 16:34:08,52.49,Mithat Can’s Apple Watch
2022-11-15 23:40:18,37.33,Mithat Can’s Apple Watch
2022-11-16 01:39:25,40.37,Mithat Can’s Apple Watch
2022-11-16 11:20:05,32.59,Mithat Can’s Apple Watch
2022-11-16 12:35:53,44.56,Mithat Can’s Apple Watch
2022-11-16 16:32:27,53.61,Mithat Can’s Apple Watch
2022-11-16 21:00:28,77,Mithat Can’s Apple Watch
2022-11-17 02:33:29,120.63,Mithat Can’s Apple Watch
2022-11-17 11:26:53,42.1,Mithat Can’s Apple Watch
2022-11-17 12:34:55,67.42,Mithat Can’s Apple Watch
2022-11-17 16:34:56,84.81,Mithat Can’s Apple Watch
2022-11-17 21:20:46,23.53,Mithat Can’s Apple Watch
2022-11-18 01:13:38,37.87,Mithat Can’s Apple Watch
2022-11-18 21:34:00,23.98,Mithat Can’s Apple Watch
2022-11-19 16:22:24,76.58,Mithat Can’s Apple Watch
2022-11-19 17:18:11,45.13,Mithat Can’s Apple Watch
2022-11-19 22:24:36,84.1,Mithat Can’s Apple Watch
2022-11-20 05:03:16,22.97,Mithat Can’s Apple Watch
2022-11-20 15:33:04,37.38,Mithat Can’s Apple Watch
2022-11-20 18:04:45,31.89,Mithat Can’s Apple Watch
2022-11-20 21:09:26,96.05,Mithat Can’s Apple Watch
2022-11-21 18:22:26,43.38,Mithat Can’s Apple Watch
2022-11-21 21:31:47,69.28,Mithat Can’s Apple Watch
2022-11-22 15:13:15,35.17,Mithat Can’s Apple Watch
2022-11-22 16:53:34,59.52,Mithat Can’s Apple Watch
2022-11-22 22:18:43,105.18,Mithat Can’s Apple Watch
2022-11-23 23:44:41,29.35,Mithat Can’s Apple Watch
2022-11-24 00:33:37,51.6,Mithat Can’s Apple Watch
2022-11-24 12:09:26,25.72,Mithat Can’s Apple Watch
2022-11-24 12:37:29,50.53,Mithat Can’s Apple Watch
2022-11-24 16:34:30,31.15,Mithat Can’s Apple Watch
2022-11-24 20:49:05,82.26,Mithat Can’s Apple Watch
2022-11-25 00:33:46,30.35,Mithat Can’s Apple Watch
2022-11-25 14:09:42,65.99,Mithat Can’s Apple Watch
2022-11-25 19:26:09,42.19,Mithat Can’s Apple Watch
2022-11-25 20:33:41,39.75,Mithat Can’s Apple Watch
2022-11-26 11:08:12,39.45,Mithat Can’s Apple Watch
2022-11-26 12:32:57,106.58,Mithat Can’s Apple Watch
2022-11-26 16:32:25,90.12,Mithat Can’s Apple Watch
2022-11-26 20:33:38,27.94,Mithat Can’s Apple Watch
2022-11-27 00:40:32,40.11,Mithat Can’s Apple Watch
2022-11-28 13:15:18,14.2,Mithat Can’s Apple Watch
2022-11-28 16:33:23,54.73,Mithat Can’s Apple Watch
2022-11-28 23:57:55,22.03,Mithat Can’s Apple Watch
2022-11-29 00:32:50,34.58,Mithat Can’s Apple Watch
2022-11-29 09:55:32,36.18,Mithat Can’s Apple Watch
2022-11-29 12:33:32,22.25,Mithat Can’s Apple Watch
2022-11-29 16:34:16,47.48,Mithat Can’s Apple Watch
2022-11-29 20:49:16,39.1,Mithat Can’s Apple Watch
2022-11-30 23:10:26,19.24,Mithat Can’s Apple Watch
2022-12-01 00:40:18,33.23,Mithat Can’s Apple Watch
2022-12-01 12:39:47,41.49,Mithat Can’s Apple Watch
2022-12-01 12:40:52,43.26,Mithat Can’s Apple Watch
2022-12-01 16:51:19,61.3,Mithat Can’s Apple Watch
2022-12-01 21:35:27,58.41,Mithat Can’s Apple Watch
2022-12-02 19:40:02,60.06,Mithat Can’s Apple Watch
2022-12-02 20:32:31,52.46,Mithat Can’s Apple Watch
2022-12-05 15:48:00,36.95,Mithat Can’s Apple Watch
2022-12-05 16:33:24,43.63,Mithat Can’s Apple Watch
2022-12-05 20:41:56,44.16,Mithat Can’s Apple Watch
2022-12-06 12:58:25,14.61,Mithat Can’s Apple Watch
2022-12-06 16:35:04,58.34,Mithat Can’s Apple Watch
2022-12-06 20:32:38,56.96,Mithat Can’s Apple Watch
2022-12-07 16:35:00,47.86,Mithat Can’s Apple Watch
2022-12-07 20:32:26,45.86,Mithat Can’s Apple Watch
2022-12-08 13:15:56,27.58,Mithat Can’s Apple Watch
2022-12-08 16:56:50,40.22,Mithat Can’s Apple Watch
2022-12-08 20:50:05,46.95,Mithat Can’s Apple Watch
2022-12-09 13:00:39,27.56,Mithat Can’s Apple Watch
2022-12-09 16:32:54,53.32,Mithat Can’s Apple Watch
2022-12-09 21:11:11,35.27,Mithat Can’s Apple Watch
2022-12-10 01:56:55,26.53,Mithat Can’s Apple Watch
2022-12-10 22:37:27,25.56,Mithat Can’s Apple Watch
2022-12-11 01:13:33,37.69,Mithat Can’s Apple Watch
2022-12-11 04:42:01,31.65,Mithat Can’s Apple Watch
2022-12-11 08:32:30,13.96,Mithat Can’s Apple Watch
2022-12-11 13:40:18,31.84,Mithat Can’s Apple Watch
2022-12-11 18:50:26,26.74,Mithat Can’s Apple Watch
2022-12-13 16:07:22,41.72,Mithat Can’s Apple Watch
2022-12-13 16:20:03,28.26,Mithat Can’s Apple Watch
2022-12-13 20:33:48,61.3,Mithat Can’s Apple Watch
2022-12-14 12:04:34,44.8,Mithat Can’s Apple Watch
2022-12-14 12:10:03,57.89,Mithat Can’s Apple Watch
2022-12-14 16:11:33,50.96,Mithat Can’s Apple Watch
2022-12-14 20:26:18,36.56,Mithat Can’s Apple Watch
2022-12-15 11:41:12,19.5,Mithat Can’s Apple Watch
2022-12-15 18:00:22,38.95,Mithat Can’s Apple Watch
2022-12-15 21:27:12,80.19,Mithat Can’s Apple Watch
2022-12-16 15:22:31,52.15,Mithat Can’s Apple Watch
2022-12-16 17:15:06,37.01,Mithat Can’s Apple Watch
2022-12-16 21:31:56,42.56,Mithat Can’s Apple Watch
2022-12-17 02:18:46,27.8,Mithat Can’s Apple Watch
2022-12-17 13:37:56,14.14,Mithat Can’s Apple Watch
2022-12-17 17:14:57,69.44,Mithat Can’s Apple Watch
2022-12-17 21:19:59,23.87,Mithat Can’s Apple Watch
2022-12-18 23:15:47,25.58,Mithat Can’s Apple Watch
2022-12-19 08:04:18,21.11,Mithat Can’s Apple Watch
2022-12-19 11:56:34,38.15,Mithat Can’s Apple Watch
2022-12-19 15:43:19,62.23,Mithat Can’s Apple Watch
2022-12-19 19:18:13,49.37,Mithat Can’s Apple Watch
2022-12-20 13:04:44,43.74,Mithat Can’s Apple Watch
2022-12-20 15:37:12,23.12,Mithat Can’s Apple Watch
2022-12-20 19:19:16,35.23,Mithat Can’s Apple Watch
2022-12-21 20:48:02,28.37,Mithat Can’s Apple Watch
2022-12-21 21:11:46,39.83,Mithat Can’s Apple Watch
2022-12-22 00:14:55,55.33,Mithat Can’s Apple Watch
2022-12-22 21:31:07,15.44,Mithat Can’s Apple Watch
2022-12-23 21:39:39,35.91,Mithat Can’s Apple Watch
2022-12-23 23:41:31,25.15,Mithat Can’s Apple Watch
2022-12-24 08:46:27,62.52,Mithat Can’s Apple Watch
2022-12-24 18:22:31,31.34,Mithat Can’s Apple Watch
2022-12-24 20:53:35,24.08,Mithat Can’s Apple Watch
2022-12-25 03:28:30,35.77,Mithat Can’s Apple Watch
2022-12-26 19:04:53,42.87,Mithat Can’s Apple Watch
2022-12-26 19:39:00,67.08,Mithat Can’s Apple Watch
2022-12-28 00:59:45,41.05,Mithat Can’s Apple Watch
2022-12-28 11:17:00,31.73,Mithat Can’s Apple Watch
2022-12-28 11:19:15,40.34,Mithat Can’s Apple Watch
2022-12-28 15:18:14,50.55,Mithat Can’s Apple Watch
2022-12-28 20:44:48,23.43,Mithat Can’s Apple Watch
2022-12-29 00:27:33,28.4,Mithat Can’s Apple Watch
2022-12-29 15:36:21,31.03,Mithat Can’s Apple Watch
2022-12-29 19:58:48,44.65,Mithat Can’s Apple Watch
2022-12-29 23:30:31,32.53,Mithat Can’s Apple Watch
2022-12-30 03:22:06,65.24,Mithat Can’s Apple Watch
2022-12-30 15:30:09,53.38,Mithat Can’s Apple Watch
2022-12-30 23:45:00,38.38,Mithat Can’s Apple Watch
2022-12-31 19:13:25,71.7,Mithat Can’s Apple Watch
2022-12-31 19:56:23,40.79,Mithat Can’s Apple Watch
2023-01-01 01:09:35,17.35,Mithat Can’s Apple Watch
2023-01-01 03:19:06,25.78,Mithat Can’s Apple Watch
2023-01-01 21:47:25,43.88,Mithat Can’s Apple Watch
2023-01-01 22:00:00,46.39,Mithat Can’s Apple Watch
2023-01-02 00:08:41,36.8,Mithat Can’s Apple Watch
2023-01-02 15:26:21,16.52,Mithat Can’s Apple Watch
2023-01-02 20:05:50,50.97,Mithat Can’s Apple Watch
2023-01-03 00:04:09,50.15,Mithat Can’s Apple Watch
2023-01-03 15:51:20,26.03,Mithat Can’s Apple Watch
2023-01-03 19:19:21,42.83,Mithat Can’s Apple Watch
2023-01-03 23:43:37,39.32,Mithat Can’s Apple Watch
2023-01-04 09:13:32,60.32,Mithat Can’s Apple Watch
2023-01-04 11:51:14,55.31,Mithat Can’s Apple Watch
2023-01-04 17:05:10,9.4,Mithat Can’s Apple Watch
2023-01-04 19:18:15,45.49,Mithat Can’s Apple Watch
2023-01-04 23:33:42,37.68,Mithat Can’s Apple Watch
2023-01-06 21:41:22,26.82,Mithat Can’s Apple Watch
2023-01-07 17:54:08,27.24,Mithat Can’s Apple Watch
2023-01-07 20:05:58,27.39,Mithat Can’s Apple Watch
2023-01-07 21:22:21,42.62,Mithat Can’s Apple Watch
2023-01-09 10:55:45,37.04,Mithat Can’s Apple Watch
2023-01-09 12:58:56,31.85,Mithat Can’s Apple Watch
2023-01-09 16:16:33,39.19,Mithat Can’s Apple Watch
2023-01-09 20:16:30,66.59,Mithat Can’s Apple Watch
2023-01-10 23:14:23,26.67,Mithat Can’s Apple Watch
2023-01-11 13:45:23,26.82,Mithat Can’s Apple Watch
2023-01-11 16:34:53,60.31,Mithat Can’s Apple Watch
2023-01-11 20:14:22,37.85,Mithat Can’s Apple Watch
2023-01-12 08:55:48,21.44,Mithat Can’s Apple Watch
2023-01-12 16:25:20,43.93,Mithat Can’s Apple Watch
2023-01-12 21:06:06,41.58,Mithat Can’s Apple Watch
2023-01-13 11:15:43,33.07,Mithat Can’s Apple Watch
2023-01-13 12:21:13,40.66,Mithat Can’s Apple Watch
2023-01-13 16:17:52,44.91,Mithat Can’s Apple Watch
2023-01-13 20:15:44,55.63,Mithat Can’s Apple Watch
2023-01-14 00:18:30,39.92,Mithat Can’s Apple Watch
2023-01-14 10:09:33,32.57,Mithat Can’s Apple Watch
2023-01-14 12:32:42,28.68,Mithat Can’s Apple Watch
2023-01-14 16:21:00,42.58,Mithat Can’s Apple Watch
2023-01-16 12:51:02,70.55,Mithat Can’s Apple Watch
2023-01-16 17:20:53,57.56,Mithat Can’s Apple Watch
2023-01-16 20:49:19,25.5,Mithat Can’s Apple Watch
2023-01-17 12:14:15,18.62,Mithat Can’s Apple Watch
2023-01-17 12:19:25,20.3,Mithat Can’s Apple Watch
2023-01-17 16:31:54,37.84,Mithat Can’s Apple Watch
2023-01-17 22:31:56,45.33,Mithat Can’s Apple Watch
2023-01-18 13:39:15,21.29,Mithat Can’s Apple Watch
2023-01-18 16:22:04,67.96,Mithat Can’s Apple Watch
2023-01-18 20:17:05,32.19,Mithat Can’s Apple Watch
2023-01-19 02:20:41,13.26,Mithat Can’s Apple Watch
2023-01-19 11:14:42,20.09,Mithat Can’s Apple Watch
2023-01-19 12:14:54,36.97,Mithat Can’s Apple Watch
2023-01-19 16:55:44,38.45,Mithat Can’s Apple Watch
2023-01-19 20:27:59,18.85,Mithat Can’s Apple Watch
2023-01-20 13:28:06,25.78,Mithat Can’s Apple Watch
2023-01-20 16:15:12,37.04,Mithat Can’s Apple Watch
2023-01-20 20:35:40,46.56,Mithat Can’s Apple Watch
2023-01-21 15:23:01,34.24,Mithat Can’s Apple Watch
2023-01-21 16:41:48,78.68,Mithat Can’s Apple Watch
2023-01-21 20:14:24,34.39,Mithat Can’s Apple Watch
2023-01-22 00:16:07,39.73,Mithat Can’s Apple Watch
2023-01-23 13:43:27,14.33,Mithat Can’s Apple Watch
2023-01-23 16:14:39,46.73,Mithat Can’s Apple Watch
2023-01-23 20:41:12,24.41,Mithat Can’s Apple Watch
2023-01-24 00:24:52,41.41,Mithat Can’s Apple Watch
2023-01-24 12:54:56,24.53,Mithat Can’s Apple Watch
2023-01-24 16:17:52,58.16,Mithat Can’s Apple Watch
2023-01-24 20:14:23,65.51,Mithat Can’s Apple Watch
2023-01-25 00:16:10,51,Mithat Can’s Apple Watch
2023-01-25 13:35:17,17.4,Mithat Can’s Apple Watch
2023-01-25 16:16:17,51.42,Mithat Can’s Apple Watch
2023-01-25 20:46:24,27.38,Mithat Can’s Apple Watch
2023-01-26 00:36:08,32.6,Mithat Can’s Apple Watch
2023-01-26 11:09:52,34.47,Mithat Can’s Apple Watch
2023-01-26 12:40:23,35.2,Mithat Can’s Apple Watch
2023-01-26 16:38:31,38.86,Mithat Can’s Apple Watch
2023-01-26 21:18:41,52,Mithat Can’s Apple Watch
2023-01-27 00:42:49,45.54,Mithat Can’s Apple Watch
2023-01-27 12:45:06,14.35,Mithat Can’s Apple Watch
2023-01-27 16:45:09,51.74,Mithat Can’s Apple Watch
2023-01-27 20:43:04,15.59,Mithat Can’s Apple Watch
2023-01-28 00:42:38,21.76,Mithat Can’s Apple Watch
2023-01-29 23:02:52,39.5,Mithat Can’s Apple Watch
2023-01-30 09:36:55,19.41,Mithat Can’s Apple Watch
2023-01-30 12:40:22,25.14,Mithat Can’s Apple Watch
2023-01-30 16:42:02,81.74,Mithat Can’s Apple Watch
2023-01-30 20:46:16,26.65,Mithat Can’s Apple Watch
2023-01-31 00:44:30,29.75,Mithat Can’s Apple Watch
2023-01-31 11:27:18,50.88,Mithat Can’s Apple Watch
2023-01-31 12:44:11,56.21,Mithat Can’s Apple Watch
2023-01-31 18:44:24,43.57,Mithat Can’s Apple Watch
2023-01-31 20:43:50,69.01,Mithat Can’s Apple Watch
2023-02-01 01:02:29,34.55,Mithat Can’s Apple Watch
2023-02-01 14:20:58,63.73,Mithat Can’s Apple Watch
2023-02-01 17:17:08,31.18,Mithat Can’s Apple Watch
2023-02-01 20:41:16,49.36,Mithat Can’s Apple Watch
2023-02-02 12:37:28,38.11,Mithat Can’s Apple Watch
2023-02-02 12:38:38,61.65,Mithat Can’s Apple Watch
2023-02-02 17:19:00,25.72,Mithat Can’s Apple Watch
2023-02-02 21:47:28,52.99,Mithat Can’s Apple Watch
2023-02-03 00:39:06,25.24,Mithat Can’s Apple Watch
2023-02-04 15:54:53,65.72,Mithat Can’s Apple Watch
2023-02-04 17:22:01,22.84,Mithat Can’s Apple Watch
2023-02-04 21:37:23,15.75,Mithat Can’s Apple Watch
2023-02-05 00:59:04,32.74,Mithat Can’s Apple Watch
2023-02-05 13:16:05,70.98,Mithat Can’s Apple Watch
2023-02-05 17:14:35,25.77,Mithat Can’s Apple Watch
2023-02-05 23:24:55,39.15,Mithat Can’s Apple Watch
2023-02-06 11:36:58,56.63,Mithat Can’s Apple Watch
