Date/Time,Resting Heart Rate (count/min),Source
2023-08-24 20:00:12,84,Mithat Can’s Apple Watch
2023-08-24 23:05:05,69,Mithat Can’s Apple Watch
2023-08-25 23:02:18,69,Mithat Can’s Apple Watch
2023-08-27 04:44:52,54,Mithat Can’s Apple Watch
2023-08-28 23:00:02,71,Mithat Can’s Apple Watch
2023-08-29 23:03:11,72,Mithat Can’s Apple Watch
2023-08-31 08:11:29,63,Mithat Can’s Apple Watch
2023-09-01 00:05:23,59,Mithat Can’s Apple Watch
2023-09-02 00:04:13,67,Mithat Can’s Apple Watch
2023-09-03 10:14:33,66,Mithat Can’s Apple Watch
2023-09-04 00:03:22,74,Mithat Can’s Apple Watch
2023-09-05 00:05:00,64,Mithat Can’s Apple Watch
2023-09-06 00:00:19,72,Mithat Can’s Apple Watch
2023-09-07 00:03:34,69,Mithat Can’s Apple Watch
2023-09-08 11:10:38,72,Mithat Can’s Apple Watch
2023-09-09 19:52:10,81,Mithat Can’s Apple Watch
2023-09-10 00:01:32,73,Mithat Can’s Apple Watch
2023-09-11 07:47:49,68,Mithat Can’s Apple Watch
2023-09-12 08:11:48,64,Mithat Can’s Apple Watch
2023-09-13 17:46:16,73,Mithat Can’s Apple Watch
2023-09-14 00:00:07,67,Mithat Can’s Apple Watch
2023-09-15 18:39:24,74,Mithat Can’s Apple Watch
2023-09-16 00:05:31,63,Mithat Can’s Apple Watch
2023-09-17 00:02:04,64,Mithat Can’s Apple Watch
2023-09-18 15:40:24,75,Mithat Can’s Apple Watch
2023-09-19 00:00:21,64,Mithat Can’s Apple Watch
2023-09-20 00:06:02,66,Mithat Can’s Apple Watch
2023-09-21 12:31:41,84,Mithat Can’s Apple Watch
2023-09-24 18:25:15,63,Apple Watch van Mithat Can
2023-09-25 10:05:35,63,Apple Watch van Mithat Can
2023-09-26 00:02:34,70,Apple Watch van Mithat Can
2023-09-27 00:02:28,64,Apple Watch van Mithat Can
2023-09-28 00:01:29,67,Apple Watch van Mithat Can
2023-09-29 20:45:12,81,Apple Watch van Mithat Can
2023-09-30 00:01:09,67,Apple Watch van Mithat Can
2023-10-01 00:00:54,73,Apple Watch van Mithat Can
2023-10-02 00:02:07,75,Apple Watch van Mithat Can
2023-10-05 12:38:35,75,Apple Watch van Mithat Can
2023-10-06 10:49:52,88,Apple Watch van Mithat Can
2023-10-07 00:02:09,84,Apple Watch van Mithat Can
2023-10-08 00:13:24,68,Apple Watch van Mithat Can
2023-10-09 15:44:25,71,Apple Watch van Mithat Can
2023-10-10 00:01:51,75,Apple Watch van Mithat Can
2023-10-11 00:02:38,72,Apple Watch van Mithat Can
2023-10-12 13:56:00,78,Apple Watch van Mithat Can
2023-10-13 00:00:05,68,Apple Watch van Mithat Can
2023-10-14 14:49:31,78,Apple Watch van Mithat Can
2023-10-15 00:03:17,66,Apple Watch van Mithat Can
2023-10-16 00:02:21,72,Apple Watch van Mithat Can
2023-10-17 22:22:54,80,Apple Watch van Mithat Can
2023-10-18 00:03:16,73,Apple Watch van Mithat Can
2023-10-19 12:18:48,72,Apple Watch van Mithat Can
2023-10-20 00:02:26,67,Apple Watch van Mithat Can
2023-10-21 20:09:33,89,Apple Watch van Mithat Can
2023-10-22 00:04:17,76,Apple Watch van Mithat Can
2023-10-23 17:44:59,80,Apple Watch van Mithat Can
2023-10-24 00:04:33,72,Apple Watch van Mithat Can
2023-10-25 07:43:27,70,Apple Watch van Mithat Can
2023-10-26 03:16:32,63,Apple Watch van Mithat Can
2023-10-27 10:56:46,74,Apple Watch van Mithat Can
2023-10-28 00:19:06,71,Apple Watch van Mithat Can
2023-10-29 00:05:52,70,Apple Watch van Mithat Can
2023-10-30 00:04:41,71,Apple Watch van Mithat Can
2023-10-31 00:04:06,70,Apple Watch van Mithat Can
2023-11-01 10:54:10,81,Apple Watch van Mithat Can
2023-11-02 00:00:26,75,Apple Watch van Mithat Can
2023-11-03 00:02:07,70,Apple Watch van Mithat Can
2023-11-04 00:01:10,72,Apple Watch van Mithat Can
2023-11-05 00:02:51,72,Apple Watch van Mithat Can
2023-11-06 10:26:00,75,Apple Watch van Mithat Can
2023-11-07 17:41:03,79,Apple Watch van Mithat Can
2023-11-08 00:00:00,71,Apple Watch van Mithat Can
2023-11-09 00:03:14,67,Apple Watch van Mithat Can
2023-11-10 10:09:32,66,Apple Watch van Mithat Can
2023-11-11 00:00:28,67,Apple Watch van Mithat Can
2023-11-12 00:00:25,67,Apple Watch van Mithat Can
2023-11-13 10:09:34,66,Apple Watch van Mithat Can
2023-11-14 00:00:49,94,Apple Watch van Mithat Can
2023-11-16 17:50:00,75,Apple Watch van Mithat Can
2023-11-17 10:22:57,68,Apple Watch van Mithat Can
2023-11-18 21:12:08,81,Apple Watch van Mithat Can
2023-11-19 00:00:17,81,Apple Watch van Mithat Can
2023-11-20 10:18:32,66,Apple Watch van Mithat Can
2023-11-21 16:50:31,66,Apple Watch van Mithat Can
2023-11-22 00:00:32,68,Apple Watch van Mithat Can
2023-11-24 10:24:17,66,Apple Watch van Mithat Can
2023-11-25 00:06:33,79,Apple Watch van Mithat Can
2023-11-26 00:01:06,73,Apple Watch van Mithat Can
2023-11-27 00:04:20,69,Apple Watch van Mithat Can
2023-11-28 00:04:17,62,Apple Watch van Mithat Can
2023-11-30 19:00:39,89,Apple Watch van Mithat Can
2023-12-01 10:13:57,67,Apple Watch van Mithat Can
2023-12-02 00:00:42,66,Apple Watch van Mithat Can
2023-12-03 13:40:24,76,Apple Watch van Mithat Can
2023-12-04 00:01:01,67,Apple Watch van Mithat Can
2023-12-05 00:13:30,72,Apple Watch van Mithat Can
2023-12-06 15:14:33,72,Apple Watch van Mithat Can
2023-12-07 16:04:15,79,Apple Watch van Mithat Can
2023-12-08 00:00:41,68,Apple Watch van Mithat Can
2023-12-09 00:03:50,79,Apple Watch van Mithat Can
2023-12-10 00:00:43,63,Apple Watch van Mithat Can
2023-12-11 00:00:47,69,Apple Watch van Mithat Can
2023-12-12 00:11:41,71,Apple Watch van Mithat Can
2023-12-13 14:46:01,78,Apple Watch van Mithat Can
2023-12-15 10:14:41,64,Apple Watch van Mithat Can
2023-12-18 19:58:20,78,Apple Watch van Mithat Can
2023-12-19 00:00:29,74,Apple Watch van Mithat Can
2023-12-20 07:54:26,67,Apple Watch van Mithat Can
2023-12-21 00:00:51,70,Apple Watch van Mithat Can
2023-12-22 16:19:14,74,Apple Watch van Mithat Can
2023-12-23 00:02:14,73,Apple Watch van Mithat Can
2023-12-25 19:42:09,71,Apple Watch van Mithat Can
2023-12-26 00:04:50,75,Apple Watch van Mithat Can
2023-12-27 00:01:26,72,Apple Watch van Mithat Can
2023-12-28 00:04:09,73,Apple Watch van Mithat Can
2023-12-29 08:26:53,68,Apple Watch van Mithat Can
2023-12-29 22:00:24,75,Apple Watch van Mithat Can
2023-12-30 22:00:05,79,Apple Watch van Mithat Can
2023-12-31 22:00:50,73,Apple Watch van Mithat Can
2024-01-01 22:02:54,69,Apple Watch van Mithat Can
2024-01-02 22:00:42,72,Apple Watch van Mithat Can
2024-01-03 22:04:12,73,Apple Watch van Mithat Can
2024-01-04 22:03:46,78,Apple Watch van Mithat Can
2024-01-06 00:02:32,70,Apple Watch van Mithat Can
2024-01-07 18:39:51,74,Apple Watch van Mithat Can
2024-01-08 00:04:42,79,Apple Watch van Mithat Can
2024-01-09 10:08:37,70,Apple Watch van Mithat Can
2024-01-10 00:04:41,68,Apple Watch van Mithat Can
2024-01-11 00:00:42,68,Apple Watch van Mithat Can
2024-01-12 00:03:22,67,Apple Watch van Mithat Can
2024-01-15 16:27:21,72,Apple Watch van Mithat Can
2024-01-16 00:00:48,64,Apple Watch van Mithat Can
2024-01-17 00:04:24,70,Apple Watch van Mithat Can
2024-01-19 18:33:27,71,Apple Watch van Mithat Can
2024-01-20 00:03:38,77,Apple Watch van Mithat Can
2024-01-21 00:00:48,72,Apple Watch van Mithat Can
2024-01-22 14:50:13,80,Apple Watch van Mithat Can
2024-01-23 00:01:08,69,Apple Watch van Mithat Can
2024-01-24 18:02:38,77,Apple Watch van Mithat Can
2024-01-25 00:05:11,68,Apple Watch van Mithat Can
2024-01-26 00:03:05,76,Apple Watch van Mithat Can
2024-01-27 00:02:10,68,Apple Watch van Mithat Can
2024-01-28 00:01:25,71,Apple Watch van Mithat Can
2024-01-29 16:15:03,68,Apple Watch van Mithat Can
2024-01-30 00:08:01,69,Apple Watch van Mithat Can
2024-01-31 00:05:04,79,Apple Watch van Mithat Can
2024-02-01 16:23:58,69,Apple Watch van Mithat Can
2024-02-02 11:48:34,76,Apple Watch van Mithat Can
2024-02-03 00:02:36,69,Apple Watch van Mithat Can
2024-02-04 16:04:42,79,Apple Watch van Mithat Can
2024-02-05 00:04:31,83,Apple Watch van Mithat Can
2024-02-06 08:08:05,64,Apple Watch van Mithat Can
2024-02-07 12:22:43,67,Apple Watch van Mithat Can
2024-02-08 12:39:25,70,Apple Watch van Mithat Can
2024-02-09 00:00:33,72,Apple Watch van Mithat Can
2024-02-11 11:04:53,80,Apple Watch van Mithat Can
2024-02-12 01:28:36,64,Apple Watch van Mithat Can
2024-02-14 19:48:39,71,Apple Watch van Mithat Can
2024-02-15 00:00:12,65,Apple Watch van Mithat Can
2024-02-17 10:38:22,66,Apple Watch van Mithat Can
2024-02-19 10:01:03,73,Apple Watch van Mithat Can
2024-02-21 17:40:30,77,Apple Watch van Mithat Can
2024-02-22 00:02:24,72,Apple Watch van Mithat Can
2024-02-23 05:04:46,66,Apple Watch van Mithat Can
2024-02-24 12:19:22,55,Apple Watch van Mithat Can
2024-02-25 00:04:45,60,Apple Watch van Mithat Can
2024-02-26 00:03:02,61,Apple Watch van Mithat Can
2024-02-27 17:07:19,70,Apple Watch van Mithat Can
2024-02-28 00:31:42,63,Apple Watch van Mithat Can
2024-02-29 00:02:22,67,Apple Watch van Mithat Can
2024-03-01 00:02:27,72,Apple Watch van Mithat Can
2024-03-02 21:31:49,71,Apple Watch van Mithat Can
2024-03-03 00:00:35,63,Apple Watch van Mithat Can
2024-03-04 10:12:25,61,Apple Watch van Mithat Can
2024-03-05 16:30:47,72,Apple Watch van Mithat Can
2024-03-06 00:07:13,77,Apple Watch van Mithat Can
2024-03-07 12:40:02,66,Apple Watch van Mithat Can
2024-03-08 19:30:17,80,Apple Watch van Mithat Can
2024-03-09 00:01:27,62,Apple Watch van Mithat Can
2024-03-10 18:37:02,69,Apple Watch van Mithat Can
2024-03-11 10:03:25,63,Apple Watch van Mithat Can
2024-03-12 08:06:24,70,Apple Watch van Mithat Can
2024-03-14 12:25:54,83,Apple Watch van Mithat Can
2024-03-18 10:17:14,66,Apple Watch van Mithat Can
2024-03-20 15:35:01,60,Apple Watch van Mithat Can
2024-03-21 13:26:04,67,Apple Watch van Mithat Can
2024-03-23 22:30:22,87,Apple Watch van Mithat Can
2024-03-24 00:01:47,71,Apple Watch van Mithat Can
2024-03-25 13:18:17,75,Apple Watch van Mithat Can
2024-03-26 13:55:50,61,Apple Watch van Mithat Can
2024-03-27 00:00:12,71,Apple Watch van Mithat Can
2024-03-28 00:10:23,69,Apple Watch van Mithat Can
2024-03-29 15:59:15,79,Apple Watch van Mithat Can
2024-03-30 00:11:51,63,Apple Watch van Mithat Can
2024-03-31 16:26:24,82,Apple Watch van Mithat Can
2024-04-02 10:15:18,66,Apple Watch van Mithat Can
2024-04-03 00:02:32,63,Apple Watch van Mithat Can
2024-04-04 00:03:26,68,Apple Watch van Mithat Can
2024-04-05 20:51:44,73,Apple Watch van Mithat Can
2024-04-06 00:05:39,73,Apple Watch van Mithat Can
2024-04-07 00:07:03,74,Apple Watch van Mithat Can
2024-04-08 15:00:58,77,Apple Watch van Mithat Can
2024-04-09 10:09:49,64,Apple Watch van Mithat Can
2024-04-10 12:21:10,71,Apple Watch van Mithat Can
2024-04-11 15:15:53,72,Apple Watch van Mithat Can
2024-04-12 00:01:19,70,Apple Watch van Mithat Can
2024-04-13 00:01:15,79,Apple Watch van Mithat Can
2024-04-14 00:05:30,71,Apple Watch van Mithat Can
2024-04-15 21:40:16,72,Apple Watch van Mithat Can
2024-04-16 10:06:22,68,Apple Watch van Mithat Can
2024-04-17 11:55:40,67,Apple Watch van Mithat Can
2024-04-18 08:20:42,59,Apple Watch van Mithat Can
2024-04-19 16:04:08,54,Apple Watch van Mithat Can
2024-04-20 00:04:54,55,Apple Watch van Mithat Can
2024-04-21 09:31:16,59,Apple Watch van Mithat Can
2024-04-22 15:32:39,64,Apple Watch van Mithat Can
2024-04-23 10:11:15,66,Apple Watch van Mithat Can
2024-04-24 00:00:01,68,Apple Watch van Mithat Can
2024-04-25 09:34:17,66,Apple Watch van Mithat Can
2024-04-26 00:02:39,64,Apple Watch van Mithat Can
2024-04-27 00:03:37,62,Apple Watch van Mithat Can
2024-04-28 17:04:59,72,Apple Watch van Mithat Can
2024-04-29 00:05:00,60,Apple Watch van Mithat Can
2024-04-30 00:03:53,61,Apple Watch van Mithat Can
2024-05-01 00:00:08,75,Apple Watch van Mithat Can
2024-05-02 00:03:22,70,Apple Watch van Mithat Can
2024-05-03 00:02:39,63,Apple Watch van Mithat Can
2024-05-04 00:01:55,68,Apple Watch van Mithat Can
2024-05-05 00:09:21,68,Apple Watch van Mithat Can
2024-05-06 00:00:26,66,Apple Watch van Mithat Can
2024-05-07 07:50:14,57,Apple Watch van Mithat Can
2024-05-08 08:26:31,62,Apple Watch van Mithat Can
2024-05-09 14:40:24,72,Apple Watch van Mithat Can
2024-05-10 00:02:45,67,Apple Watch van Mithat Can
2024-05-11 13:15:04,75,Apple Watch van Mithat Can
2024-05-14 18:12:19,77,Apple Watch van Mithat Can
2024-05-15 00:00:40,74,Apple Watch van Mithat Can
2024-05-16 13:50:35,72,Apple Watch van Mithat Can
2024-05-17 00:20:45,74,Apple Watch van Mithat Can
2024-05-18 00:03:32,76,Apple Watch van Mithat Can
2024-05-19 00:05:37,71,Apple Watch van Mithat Can
2024-05-20 15:28:07,76,Apple Watch van Mithat Can
2024-05-21 00:00:16,73,Apple Watch van Mithat Can
2024-05-22 12:18:17,67,Apple Watch van Mithat Can
2024-05-24 12:24:24,71,Apple Watch van Mithat Can
2024-05-25 00:01:15,72,Apple Watch van Mithat Can
2024-05-27 16:30:24,75,Apple Watch van Mithat Can
2024-05-30 14:29:49,73,Apple Watch van Mithat Can
2024-05-31 00:02:39,71,Apple Watch van Mithat Can
2024-06-01 00:07:03,63,Apple Watch van Mithat Can
2024-06-02 00:01:54,66,Apple Watch van Mithat Can
2024-06-03 16:22:54,80,Apple Watch van Mithat Can
2024-06-04 00:02:22,67,Apple Watch van Mithat Can
2024-06-05 08:09:39,64,Apple Watch van Mithat Can
