date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-03-23,6.8,4.4,8.5,3.8,,260,26.7,61,1008,
2024-03-24,6.9,5.2,8.3,11.3,,284,32.4,65,1003.9,
2024-03-25,7.2,1.9,11.7,0,,161,12.3,29,1004.7,
2024-03-26,8.3,4.6,10.8,0.1,,117,16.8,32,991.7,
2024-03-27,10.1,7.1,12.5,0,,172,17.9,40,985.6,
2024-03-28,8.8,6.5,11.9,1.3,,169,24.3,68,985,
2024-03-29,10.5,8,13.7,0.2,,181,22.5,46.3,991.9,
2024-03-30,8.9,5.5,11.5,4.1,,195,10.9,35,996.8,
2024-03-31,9.2,3.3,15.1,9.9,,71,14.6,35,997.1,
2024-04-01,10,6.7,13,0,,205,17.4,47,995.4,
2024-04-02,9.7,7.3,11.7,0.1,,217,22.4,50,1003.8,
2024-04-03,11,9.1,13.6,4.1,,194,22.4,65,1003.3,
2024-04-04,11.7,9,14.4,4.7,,220,29.7,72,1004,
2024-04-05,13.4,11,16.8,3,,205,28.4,72,1007.3,
2024-04-06,16.8,11.1,23.3,0,,171,21.8,50,1008.3,
2024-04-07,15.7,12.6,19.2,0.5,,225,25.8,57,1011.2,
2024-04-08,14.7,11,18.5,0,,144,11.7,26,1008.3,
2024-04-09,11.8,10,16.2,5.6,,211,33.3,74.1,1007.2,
2024-04-10,11.3,8.4,14.5,0.3,,251,21.2,58,1025.2,
2024-04-11,13.2,11.9,14.9,0.2,,222,23.7,47,1029.2,
2024-04-12,15.3,13,18.2,0,,226,26,57,1029,
2024-04-13,16.8,11.5,21.6,0,,228,26.1,58,1022.6,
2024-04-14,11.4,9.4,13.9,0,,278,18.5,47,1021.2,
2024-04-15,8.4,4.7,10.3,10.8,,233,27.8,90,1006,
2024-04-16,8.4,5.2,10.9,10.4,,311,31.2,68,1003.4,
2024-04-17,6,3.7,9.4,14.2,,323,10.5,40,1011.9,
2024-04-18,6.9,1.9,10.1,0,,309,14.9,37,1018.5,
2024-04-19,8.7,6.5,10.6,13.3,,299,32.6,68,1010.9,
2024-04-20,7.5,5.8,10,0.9,,335,25.3,61,1021.1,
2024-04-21,6.8,2.9,10.7,1.3,,18,19.9,50,1025.2,
2024-04-22,6.2,2,10,0.3,,9,14.2,38.9,1026,
2024-04-23,5.8,0.6,9.7,1.6,,325,11.9,43,1020.5,
2024-04-24,6.4,4.3,9.8,2.9,,324,22.5,54,1010.6,
2024-04-25,6.2,3.6,10.2,7.2,,234,15.8,43,1004.8,
2024-04-26,7.8,3.7,11.1,0.1,,260,13.4,32,1003.2,
2024-04-27,10.8,6.3,15.2,4,,95,11.9,30,1005,
2024-04-28,12.8,6.7,15.2,0.8,,178,29.7,68,1006.2,
2024-04-29,12.4,5.2,19.1,0,,168,15,43,1018.1,
2024-04-30,15.9,12.3,20.4,0,,136,11.1,27.8,1015.4,
2024-05-01,18.3,13.7,22.7,0,,5,12.9,29.6,1007.7,
2024-05-02,17.5,12.9,24.5,5.8,,42,17.3,32,1000.1,
2024-05-03,12.1,9,13.8,11.2,,226,23.8,50,1007.1,
2024-05-04,11.4,6.6,16.6,5.7,,144,10.8,50,1013.2,
2024-05-05,12.7,9,16,5.8,,307,11.9,30,1009,
2024-05-06,14.1,8.7,18.1,0,,71,12.5,29,1008.7,
2024-05-07,14.3,11.1,18.6,0,,17,15.8,33.3,1018.9,
2024-05-08,12.6,10.8,14.7,0,,346,11.8,25.9,1027.3,
2024-05-09,12.8,7.2,17.7,0,,315,6.1,29,1027.6,
2024-05-10,14.9,9.2,19.7,0,,30,8.5,24.1,1024.5,
2024-05-11,16.1,11,21.6,0,,56,14.9,29.6,1022.6,
2024-05-12,19.7,14.4,25.3,0.1,,94,18.8,40,1016.1,
2024-05-13,19.8,16.5,23.6,0,,147,13,36,1010,
2024-05-14,20.4,15.7,26.8,7.2,,128,19.3,47,1005,
2024-05-15,16.4,13.4,20.7,10.4,,318,8.9,32,1006.1,
2024-05-16,16.2,13.9,20.3,3.5,,295,11.8,32,1004.8,
2024-05-17,14.8,13.2,17.9,6.1,,317,15.6,32,1008.4,
2024-05-18,17.9,13.1,23.2,0,,286,9.5,29,1010.3,
2024-05-19,17.5,11.8,22.1,0.1,,355,15,43,1011.3,
2024-05-20,15.8,12.9,19.3,6.2,,352,12.3,29,1011.6,
2024-05-21,17.5,12.7,23.2,15.1,,49,12.8,58,1008.1,
2024-05-22,15.6,14,18.4,14.3,,232,21.8,47,1006.7,
2024-05-23,15.7,13.1,18.5,0.4,,225,20.8,40,1013.4,
2024-05-24,15,11.4,19.8,7.8,,104,10,29.6,1018.4,
2024-05-25,15.2,11.8,17.6,36.7,,147,11,32,1016.3,
2024-05-26,15.8,11.5,20.5,3.5,,153,15.3,54,1014.7,
2024-05-27,14.8,12.8,17.7,0.4,,234,18.2,36,1016,
2024-05-28,14.3,10.7,19,13.3,,199,18.7,47,1015.4,
2024-05-29,15.3,14.2,17.1,18.4,,243,24.4,47,1008.1,
2024-05-30,14.4,13,17,0.3,,251,15.5,33.3,1006.6,
2024-05-31,15.5,13,18.9,2,,332,16,43,1011.5,
2024-06-01,14.8,13.8,15.9,3.1,,350,22.4,43,1018.1,
2024-06-02,14.1,12.9,16.6,0.3,,343,18.8,40,1023.6,
2024-06-03,13.7,9.5,16.5,0,,292,9.4,24.1,1020.7,
2024-06-04,16.1,11.6,20.9,1.7,,211,16,47,1012.5,
2024-06-05,13.2,10.7,14.8,2.7,,268,19.7,43,1012,
2024-06-06,12.9,9.3,16,0,,238,13.6,33.3,1016.8,
